Episode,Steps,Winner,Active_Side,Black_Reward,White_Reward,Actor_Loss_Black,Critic_Loss_Black,Actor_Loss_White,Critic_Loss_White,Entropy_Black,Entropy_White,Black_Self_Dying_Count,White_Self_Dying_Count,Black_Kill_Count,White_Kill_Count,Black_Hit_Count,White_Hit_Count
24,8,black,Black,10.097477,-20.338326,-0.5280234,19.802248,-0.49107108,10.367497,3.281325,2.8605907,1,3,0,0,0,0
25,9,white,Black,-7.1954236,30.90445,-0.2601558,15.45466,-0.23746927,26.110737,2.3705306,3.3083286,3,1,0,0,1,2
26,7,white,Black,-20.24312,-7.0178595,-0.7076334,2.2328649,-0.20060131,4.583224,2.638435,2.751046,3,2,0,0,0,0
27,11,white,Black,-15.615353,10.337377,-0.48172617,4.945782,-0.262306,9.911444,2.7797825,3.2655952,3,1,0,0,0,0
28,8,black,Black,8.09653,-23.223673,-0.48401248,23.236397,-0.56527543,12.675631,3.0400367,2.8975534,1,3,0,0,0,0
29,8,black,Black,-3.9674501,-20.925726,-0.015573755,11.646387,-0.29001057,10.66574,3.13234,2.6548386,2,3,0,0,0,0
30,6,black,Black,22.40926,-22.654762,0.06948382,35.47933,-0.59618276,12.27267,3.2734716,2.9133089,0,3,0,0,0,0
31,9,white,Black,-6.5540137,-4.6757,-0.21645662,5.3559833,-0.123321995,2.834835,2.8424878,3.204126,3,2,0,0,1,0
32,7,white,Black,-22.58985,-6.820427,-0.71774846,5.525731,-0.16588889,4.062486,2.4705853,3.1789682,3,2,0,0,0,0
33,14,black,Black,-1.8000689,-19.220413,-0.6445732,18.092594,-0.3896929,16.611969,2.6657276,3.100538,2,3,0,0,0,0
34,14,black,Black,-0.26171875,-12.926007,-0.22627208,10.776229,0.048649028,8.289055,3.0596788,3.0371165,2,3,0,0,0,0
35,18,black,Black,13.003983,-10.937746,-0.16914909,14.970023,-0.07401609,2.803057,2.8799045,2.534543,2,3,0,0,1,0
36,13,white,Black,-19.59842,-3.2708035,-0.93480366,2.0951061,-0.5176336,4.47869,2.3491158,2.6912882,3,2,0,0,0,0
37,5,white,Black,-22.056814,19.046759,-0.7616111,4.9781637,-0.8638271,20.905706,2.6707535,3.501883,3,0,0,0,0,0
38,10,black,Black,7.0684257,-15.4099045,-0.22349852,10.391894,-0.33957642,8.693024,3.1877704,3.0105028,2,3,0,0,1,0
39,5,white,Black,-23.369246,-9.452531,-0.5346338,6.249374,-0.6469428,2.1219068,2.6601999,3.0547185,3,2,0,0,0,0
40,17,white,Black,-12.751175,0.9382868,-0.17631754,3.1093812,-0.27193916,3.3787937,2.403643,3.1782303,3,2,0,0,0,0
41,11,white,Black,-16.56482,-2.4816437,-0.4108551,4.0884814,0.28998762,1.8884075,2.826846,3.2728238,3,2,0,0,0,0
42,10,black,Black,11.537359,-20.10393,-0.085923046,19.203552,-0.42083153,8.930838,3.0756726,2.8610818,1,3,0,0,0,0
43,9,white,Black,-18.958424,-4.781599,-0.47767842,6.880368,0.20556854,1.5056033,2.8575454,3.3747914,3,2,0,0,0,0
44,9,white,Black,-19.172579,6.920791,-0.6258568,3.0175,0.114805505,7.738993,2.487452,3.3696427,3,1,0,0,0,0
45,11,white,Black,-6.614186,25.18092,-0.2690537,4.3632474,-0.17414233,27.367184,3.0447264,3.5218766,3,0,0,0,1,0
46,24,black,Black,12.025381,-6.731064,-0.065710075,11.501864,0.0057684034,5.6224384,3.1582348,3.1819594,2,3,0,0,0,0
47,15,white,Black,-17.483324,2.584638,-0.5710061,7.68048,-0.18142621,11.598622,2.826479,2.5055938,3,2,0,0,0,0
48,15,white,Black,-15.624783,0.9220543,-0.56089735,3.8626823,-0.086128764,3.7168028,2.5334573,3.1597235,3,2,0,0,0,0
49,11,white,Black,-17.874016,-4.999795,-0.48284352,10.2886,-0.6187564,4.957156,2.9070923,2.9221547,3,2,0,0,0,0
50,9,white,Black,-7.56621,59.39294564574285,-0.16948886,1.9862379,0.08616036,27.136454,2.481629,3.0212867,2,1,0,1,0,1
51,5,white,Black,-23.452545,6.678596,-0.8307361,6.1866746,0.075960994,8.495333,2.622965,3.505981,3,1,0,0,0,0
52,10,black,Black,11.281725,-17.90271,-0.31822592,20.622578,-0.5696368,5.951152,3.0066051,2.7544026,1,3,0,0,0,0
53,12,black,Black,-0.46776295,-18.479626,-0.60826933,6.117018,0.04492782,8.289861,2.9227285,2.854803,2,3,0,0,0,0
54,16,black,Black,29.275703,-14.4626255,-0.24072278,29.205593,-0.4340313,5.637988,3.2987309,2.8336854,0,3,0,0,0,0
55,5,white,Black,-21.652262,20.225887,-0.7760856,4.608355,0.01266028,21.2437,2.5908086,3.5120745,3,0,0,0,0,0
56,12,black,Black,0.77349424,-19.141457,-0.3003465,10.35426,-0.40974742,11.97384,2.7537434,3.0685358,2,3,0,0,0,0
57,15,white,Black,-11.635295,17.52359,-0.1925225,2.546144,-0.1797922,15.464301,2.8994553,3.541637,3,1,0,0,0,0
58,6,black,Black,8.936154,-23.74713,-0.16625267,16.765795,-0.5122,11.444417,2.9886243,2.8594372,1,3,0,0,0,0
59,9,white,Black,-14.892525,-3.5652676,-0.29539582,5.4993014,-0.14587927,1.4521178,2.8403866,3.432858,3,2,0,0,0,0
60,7,white,Black,-20.417625,6.010562,-0.8726084,7.922651,-0.15147342,12.053033,2.8133457,3.2305744,3,1,0,0,0,0
61,9,white,Black,-19.07301,-6.3049974,-0.71034884,3.6989372,-0.52364194,3.692554,2.2742133,2.6435947,3,2,0,0,0,0
62,12,black,Black,12.685137,-14.630329,0.08364816,19.965971,-0.5322499,10.004298,3.0732625,3.3197324,1,3,0,0,0,0
63,11,white,Black,-19.239239,12.511148,-0.65502954,6.8199677,-0.13576753,16.875914,2.7471893,3.1519237,3,1,0,0,0,0
64,9,white,Black,-19.378786,-4.027444,-0.45612964,8.058939,-0.11638616,1.5178202,2.8225248,3.40455,3,2,0,0,0,0
65,18,black,Black,6.0702276,-15.0058365,-0.8299417,10.929847,0.03945382,5.161913,2.7097828,2.3675408,2,3,0,0,0,0
66,10,black,Black,22.158957,0.0874023819450791,-0.15984452,17.106287,0.045068324,7.0309157,3.1921935,2.863602,1,3,0,0,1,1
67,13,white,Black,-12.090691,12.499112,-0.33566138,5.34813,-0.38621485,15.948845,2.9848187,3.242492,3,1,0,0,0,0
68,17,white,Black,-16.238983,16.584126,-0.500581,2.397132,0.096490756,18.035728,2.504074,3.0653234,3,1,0,0,0,0
69,8,black,Black,24.19643,-20.347673,0.08918616,28.986595,-0.5729497,8.329003,3.3147578,2.8891318,0,3,0,0,0,0
70,7,white,Black,-23.067154,7.5910845,-0.4666556,6.5217204,-0.46143845,13.332425,2.5763192,3.3220701,3,1,0,0,0,0
71,11,white,Black,-15.31847,10.180063,-0.48640206,3.4931405,0.088551804,7.9328475,2.13145,3.5419497,3,1,0,0,0,0
72,9,white,Black,-18.32751,10.477287,-0.34231073,3.9839993,0.024771199,12.141958,2.7371802,3.5774186,3,1,0,0,0,0
73,9,white,Black,-18.737947,10.829525,-0.4413733,2.4579515,0.09407127,11.436586,2.5945354,3.563993,3,1,0,0,0,0
74,15,white,Black,-17.141994,2.733362,-0.17012575,2.1670973,-0.5785081,8.018964,2.42932,2.7767463,3,2,0,0,0,0
75,5,white,Black,-22.731503,5.983132,-0.63645536,2.6306727,0.40341157,5.416256,2.5612571,3.7455049,3,1,0,0,0,0
76,15,white,Black,14.49542827960559,34.36145,-0.22262797,17.234373,-0.063243814,18.281096,2.5954728,3.6051085,3,1,0,0,2,2
77,8,black,Black,8.000416,-19.687817,-0.22261739,19.11913,-0.7447279,12.672524,3.2101989,3.2197616,1,3,0,0,0,0
78,16,black,Black,1.2316504,-15.880818,0.15056545,11.288101,-0.80290926,10.025343,2.7795255,2.725842,2,3,0,0,0,0
79,7,white,Black,-19.39889,8.166664,-1.3177301,2.121305,-0.3992439,10.098868,2.4275484,3.274621,3,1,0,0,0,0
80,7,white,Black,-20.408825,-6.3991776,-0.80084324,2.5154605,-0.70601785,4.6320553,2.5653205,3.5723476,3,2,0,0,0,0
81,10,black,Black,-4.175273,-18.789558,-0.17935126,5.410703,-0.20753515,11.692054,3.1905644,3.0757802,2,3,0,0,0,0
82,22,black,Black,22.442516,-9.228077,-0.16774222,24.145763,-0.4841979,5.18874,3.23853,2.8117836,1,3,0,0,0,0
83,7,white,Black,-20.932076,22.890293,-1.3673837,3.387651,0.05364488,18.509832,2.3343449,3.7486303,3,0,0,0,0,0
84,11,white,Black,-18.693922,10.454858,-0.727232,2.4981935,-0.31784576,12.072177,2.621887,3.44436,3,1,0,0,0,0
85,7,white,Black,-21.39739,7.6116095,-0.7480708,1.971722,-0.48542923,6.775556,2.3408394,3.6675777,3,1,0,0,0,0
86,15,white,Black,-15.5393915,15.089023,-0.24011096,1.7070459,-0.04048425,7.9861307,2.4063249,3.9274995,3,1,0,0,0,0
87,5,white,Black,-20.810032,20.315283,-0.49021664,2.7748375,-0.06080568,16.99502,2.4352787,3.8316655,3,0,0,0,0,0
88,5,white,Black,-22.367392,5.3855715,-0.18361999,2.3275821,-0.13702625,2.3457901,2.4990594,3.8135946,3,1,0,0,0,0
89,13,white,Black,-15.36084,-2.4201326,-0.07957566,2.9261336,-0.23172109,3.612304,2.6553695,3.4866524,3,2,0,0,0,0
90,15,white,Black,-14.56975,20.93383,-0.37766522,2.9409027,-0.101616055,11.609107,2.569049,2.8699195,3,2,0,0,0,2
91,11,white,Black,-16.792164,12.84918,-0.35588533,1.962451,0.07646789,8.151958,2.7088492,3.730777,3,1,0,0,0,0
92,9,white,Black,-18.608963,-2.6168213,-0.43498385,6.772062,-0.02817814,3.599965,2.8717952,3.3449922,3,2,0,0,0,0
93,7,white,Black,-20.22679,8.858959,-0.5712536,1.968519,-0.30060792,2.1157742,2.2949777,3.924195,3,1,0,0,0,0
94,9,white,Black,-19.983267,9.301863,-0.6578991,2.6343324,-0.25870448,6.1635084,2.488507,3.6005948,3,1,0,0,0,0
95,7,white,Black,-19.190338,7.1061993,-0.34292242,0.76451975,-0.013584748,1.9358441,2.5397682,3.9350965,3,1,0,0,0,0
96,11,white,Black,-16.978716,-2.622676,-0.26900432,2.03578,-0.35560617,2.431388,2.603298,3.0194879,3,2,0,0,0,0
97,11,white,Black,-16.976133,10.662133,-0.51701826,2.3149045,-0.46541345,5.718929,2.505084,3.6083748,3,1,0,0,0,0
98,19,white,Black,-7.1000824,4.4763703,-0.26220083,5.314166,-0.00044582784,3.286442,2.9453814,3.3730297,3,2,0,0,0,0
99,8,black,Black,-3.57648,-19.340239,-0.4510058,11.556072,-0.4569615,18.446705,2.764465,3.0099516,2,3,0,0,0,0
100,20,black,Black,19.31531,-12.348636,-0.5743638,24.255457,-1.0271413,13.865152,3.1616516,2.8550696,1,3,0,0,0,0
101,6,black,Black,-7.077484,-22.393812,-0.21805981,8.899301,-0.7697577,21.530602,2.9658766,3.0772293,2,3,0,0,0,0
102,22,black,Black,18.33199,-10.225065,-0.022762522,29.075575,-0.30508918,20.004004,2.2207,3.6341712,2,3,0,0,1,0
103,11,white,Black,-16.390839,-1.7906232,-0.502941,5.0337796,-0.5518738,3.0916526,2.859237,3.2199757,3,2,0,0,0,0
104,7,white,Black,-20.588955,20.506826,-0.90723014,2.5139225,-0.24562743,12.516273,2.4842148,3.988182,3,0,0,0,0,0
105,9,white,Black,-20.242119,10.120119,-0.40221044,2.1197195,-0.41843003,2.8877563,2.6873593,4.0078864,3,1,0,0,0,0
106,7,white,Black,-19.690756,22.533669,-0.42722327,1.1258941,-0.28193924,13.382004,2.4475932,4.054986,3,0,0,0,0,0
107,7,white,Black,-22.033604,22.80771,-0.8506646,2.0607858,-0.1606009,13.513085,2.4377365,4.0581784,3,0,0,0,0,0
108,7,white,Black,-20.92639,-6.937702,-0.67696726,2.1410675,-0.6241636,11.33471,2.4996967,3.5199206,3,2,0,0,0,0
109,7,white,Black,-18.666578,8.434895,-0.54241544,0.4134587,-0.13995606,2.408023,2.7301207,3.7995842,3,1,0,0,0,0
110,14,black,Black,3.1613052,-16.089384,-0.23538065,20.174473,-1.2847248,21.151608,1.9021086,3.2510457,2,3,0,0,0,0
111,11,white,Black,-15.921287,12.183161,-0.3949495,2.396735,0.042207867,2.6668007,2.5493386,3.965205,3,1,0,0,0,0
112,21,white,Black,-8.480858,6.6706953,-0.060742028,5.531059,-0.58263975,2.4294443,2.725015,3.3809063,3,2,0,0,0,0
113,21,white,Black,-7.0068183,21.795399,-0.39917296,5.1933436,-0.25599423,8.582887,2.845262,3.8325958,3,1,0,0,0,0
114,9,white,Black,-18.481102,-5.0977716,-0.13955241,1.0996605,-0.94214445,6.2957745,2.310737,3.101476,3,2,0,0,0,0
115,13,white,Black,-5.706196,25.29004992410558,0.039434478,6.246654,-0.15635818,10.58549,2.78295,3.9330933,3,1,0,0,1,1
116,7,white,Black,-20.415977,20.884218,-0.5580151,1.9479637,-0.351744,11.98788,2.4374046,3.999093,3,0,0,0,0,0
117,15,white,Black,-14.200734,35.3458126501646,0.07166104,1.2781143,-0.1673231,12.712092,2.4090543,3.9091377,3,1,0,0,0,1
118,8,black,Black,8.557898,-9.627845,-0.22187896,20.73557,-0.75748956,8.486481,2.825314,2.549539,1,3,0,0,0,1
119,19,white,Black,-11.340183,3.5564551,-0.276659,2.7848,-0.9465507,4.7918563,2.5533442,2.351449,3,2,0,0,0,0
120,21,white,Black,-7.79305,44.994606,-0.46176386,4.180959,-0.1956524,24.935768,2.6673484,3.9481049,3,0,0,0,0,1
121,7,white,Black,-20.118494,8.371616,-0.36604482,4.9080367,-0.46657056,4.3491077,2.668282,3.576211,3,1,0,0,0,0
122,8,black,Black,9.259678,-19.19899,-0.22278054,19.781153,-0.8449422,21.263157,2.9397883,3.2746718,1,3,0,0,0,0
123,13,white,Black,-3.432674,13.412308,0.19706254,4.4061737,-0.32336158,2.6783276,2.1701863,3.9343102,3,1,0,0,1,0
124,6,black,Black,8.075177,-22.692413,-0.4643792,15.712028,-0.8431654,21.933578,3.3587036,3.13739,1,3,0,0,0,0
125,8,black,Black,7.9631634,-21.473896,-0.51607233,14.688389,-0.7177724,23.74854,2.9746666,3.3733263,1,3,0,0,0,0
126,8,black,Black,-4.7846413,-21.624435,-0.6913601,6.0423703,-1.043805,20.342623,2.9330614,2.836801,2,3,0,0,0,0
127,6,black,Black,-5.262125,-22.593407,-0.4888544,3.880998,-0.6994515,21.793037,2.966666,3.1980798,2,3,0,0,0,0
128,11,white,Black,-17.612772,-3.074935,-0.01854191,5.168891,-0.4022547,12.472244,2.469962,3.995282,3,2,0,0,0,0
129,18,black,Black,3.1418064,21.01642007857979,-0.6586181,11.497044,0.27554232,13.758428,2.5673497,2.5993152,2,3,0,0,0,2
130,17,white,Black,-13.018751,18.047344,-0.50420195,4.5008335,-0.26384714,5.3933687,2.6575992,3.7049358,3,1,0,0,0,0
131,10,black,Black,-4.1035213,-18.691605,-1.2448989,6.2153625,-0.5515555,22.796122,2.4721675,3.3309052,2,3,0,0,0,0
132,13,white,Black,-13.884695,26.975498,-0.30888802,7.099862,-0.40955377,13.945226,2.4999697,3.9421666,3,0,0,0,0,0
133,12,black,Black,0.8820524,-17.323267,0.013474509,5.1770577,-1.0227578,16.883074,2.904748,2.6633475,2,3,0,0,0,0
134,18,white,Black,-0.97596407,58.077225,-0.2850139,2.3099403,-0.11285579,43.536976,2.9833825,3.485212,2,1,0,1,0,1
135,15,white,Black,-13.532359,-0.2567296,-0.44416982,6.198311,-0.75536615,6.5328565,2.5378199,3.2424,3,2,0,0,0,0
136,9,white,Black,-20.004345,-3.2320766,-0.42086583,9.81232,-0.28798836,5.452813,2.522535,3.4297597,3,2,0,0,0,0
137,17,white,Black,-10.2419815,15.340683,-0.58597887,6.8744583,0.10275258,4.8536053,2.6639411,3.8082156,3,2,0,0,0,1
138,13,white,Black,-6.6269236,62.89273433074124,-0.07782208,6.039536,-0.21130551,25.81208,2.6073132,3.614638,2,1,0,1,0,1
139,8,black,Black,23.198181,-20.741676,-0.52508014,24.26181,-1.1431606,20.326538,3.0655403,3.042367,0,3,0,0,0,0
140,27,white,Black,63.374400154487475,38.22718134004829,-0.19735563,52.845634,0.25645107,17.496998,2.095505,3.5389977,3,1,1,0,2,1
141,13,white,Black,-18.075893,1.7001033,-0.74218243,12.015272,-0.7165664,3.1759129,2.8232596,3.1523178,3,2,0,0,0,0
142,19,white,Black,-0.91157866,57.989629301768026,-0.2586788,3.3562427,-0.049271233,44.384014,2.8352191,3.107139,2,2,0,1,0,1
143,14,black,Black,46.474995,25.075855033239435,-0.7350684,47.399097,0.086124584,7.7292304,2.888471,3.675359,1,2,1,0,0,2
144,11,white,Black,-14.518427,13.514862,-0.73574847,6.8343873,-0.49662,2.686756,2.4331648,4.1254635,3,1,0,0,0,0
145,13,white,Black,-14.939776,15.848295,-0.7090682,5.1608315,-0.42219633,3.202138,2.1969857,4.126494,3,1,0,0,0,0
146,5,white,Black,-23.731125,20.502861,-2.2572544,10.075936,-0.88496196,9.989758,2.1319683,4.296891,3,0,0,0,0,0
147,11,white,Black,-14.343105,11.162657,-0.721874,6.4839005,-0.43864346,7.0243287,2.87938,3.2390637,3,1,0,0,0,0
148,12,black,Black,-0.3515401,-5.7700043,-0.63020086,5.112289,-0.46196645,19.284449,2.924537,3.4913304,2,3,0,0,0,1
149,5,white,Black,-20.842121,20.6,-0.8548282,9.309117,-0.068483874,9.199929,2.208538,4.081608,3,0,0,0,0,0
150,13,white,Black,16.38422,23.759447,-0.2968559,11.25173,0.046363577,9.881688,2.5567117,3.4097435,3,0,1,0,0,0
151,19,white,Black,-7.6470785,7.0289335,-0.010704622,4.641156,-0.083307125,8.872031,2.6030946,3.9326177,3,2,0,0,0,0
152,9,white,Black,-17.255024,25.04804,-1.0303686,6.8899765,-0.6037036,10.527245,2.1578515,3.9617133,3,0,0,0,0,0
153,9,white,Black,-18.4811,-3.800785,-0.30772948,9.293642,-0.35266992,14.655277,2.5119271,3.9805143,3,2,0,0,0,0
154,26,black,Black,9.746988,-1.8636489,-0.332161,16.190042,-0.30366933,12.331614,2.65376,3.1955824,2,3,0,0,0,0
155,12,black,Black,12.949892,-19.3647,-0.22573307,21.277426,-0.9520009,25.248926,2.573001,3.5423687,1,3,0,0,0,0
156,9,white,Black,-18.922157,8.368886,-0.6190302,6.3847723,-0.4378535,3.8675861,2.26776,4.0893536,3,1,0,0,0,0
157,5,white,Black,-22.031376,4.815358,-0.8088198,7.683123,-0.19637144,6.5515633,2.372928,4.5336366,3,1,0,0,0,0
158,9,white,Black,-19.060545,-6.4920588,-0.1950188,8.314579,-0.88498026,6.7586117,2.746901,2.9381063,3,2,0,0,0,0
159,11,white,Black,-15.702852,25.088726,-0.53969884,4.2227387,-0.28634718,9.860386,2.2664237,4.0698066,3,0,0,0,0,0
160,16,black,Black,60.656315925812784,-6.639704,0.11077194,32.39129,-0.34906733,15.3147,2.5286474,3.3423448,2,2,1,0,2,0
161,29,white,Black,19.7464656681573,19.690126,-0.26056945,19.900587,-0.23582862,4.081916,2.6422415,3.6865332,3,2,0,0,1,1
162,18,black,Black,18.69014,0.9835706,-0.49044424,21.036585,-0.072196245,6.6140647,3.2897475,3.1015544,1,3,0,0,0,1
163,15,white,Black,26.712923,8.417026,0.34549707,25.28666,-0.8567205,3.3326466,2.559471,3.495042,3,1,1,0,1,0
164,22,black,Black,28.819279487717804,11.416788,0.23808856,27.169533,0.1874657,4.485904,2.5769017,2.7803314,2,3,0,0,1,2
165,14,black,Black,-0.46668816,-13.955887,0.0084019005,10.097253,-0.47565386,17.851603,2.8987427,3.2959557,2,3,0,0,0,0
166,13,white,Black,-15.123228,27.24563,-1.0558841,2.457461,-0.24849708,12.660966,2.036151,4.3794107,3,0,0,0,0,0
167,7,white,Black,-23.476072,7.224972,-0.50801295,4.107031,-0.51117545,4.1627927,2.3981876,3.6828115,3,1,0,0,0,0
168,14,black,Black,27.091597,-16.687487,0.019312754,28.246355,-1.0095557,19.855917,2.67847,3.3033507,1,3,0,0,1,0
169,6,black,Black,-6.5546913,-22.662445,-0.69687533,9.724973,-0.9823177,21.89699,2.4815953,3.3593655,2,3,0,0,0,0
170,19,white,Black,-8.740583,5.2388215,0.012834325,5.070231,-0.40959454,4.2487736,2.987801,3.3824644,3,2,0,0,0,0
171,13,white,Black,-13.605859,26.822742,-0.65529644,1.3757517,-0.42914835,12.241112,1.9313375,4.3455215,3,0,0,0,0,0
172,9,white,Black,-16.521246,7.5522337,-0.72710407,3.8907018,-0.4367565,2.4562197,2.6228223,4.1799135,3,1,0,0,0,0
173,14,black,Black,14.340324,-14.616817,-0.71388453,18.382084,-0.92259854,9.361998,3.0997655,2.0201163,1,3,0,0,0,0
174,17,white,Black,-11.341459,11.351425,-0.48416743,1.8167322,-0.3066383,3.8227038,2.2654545,3.7757819,3,2,0,0,0,1
175,14,black,Black,2.1695886,-15.0886545,-0.42777005,10.378683,-0.5972729,17.6713,2.6562302,3.5998824,2,3,0,0,0,0
176,21,white,Black,4.6973524,55.307,0.0916913,13.050375,-0.41667706,28.135962,2.1303847,4.4503036,3,0,0,0,1,2
177,15,white,Black,-11.956113,13.910347,-0.54991984,2.525127,-0.4508157,5.0772066,2.2518284,4.05428,3,1,0,0,0,0
178,11,white,Black,-14.1094475,10.138546,-0.42677778,3.4967248,-0.26377183,1.751435,2.5211718,4.1171327,3,1,0,0,0,0
179,9,white,Black,-10.127674,24.44656,-0.6362994,3.6215203,-0.3307958,13.6487465,2.2337554,4.6525984,3,0,0,0,1,0
180,25,white,Black,6.652055060828554,46.44567202648846,-0.13165373,13.832216,-0.3327808,29.666275,1.9580821,4.263338,3,1,0,0,1,2
181,10,black,Black,-2.8546314,-17.09203,-0.5946296,7.747712,-0.56960964,14.885991,2.9036613,3.0917602,2,3,0,0,0,0
182,10,black,Black,0.6775546,-19.142422,-0.16678761,5.5478773,-0.69105345,22.333878,2.9305282,3.5987694,2,3,0,0,0,0
183,9,white,Black,-17.090899,34.541058,-0.49848342,6.2511783,-0.41359323,23.288076,2.200487,4.5613775,3,0,0,0,0,1
184,7,white,Black,-19.760067,20.742504,-0.77640015,4.4702907,-0.6821859,10.823117,1.9762146,4.6249785,3,0,0,0,0,0
185,25,white,Black,-0.69161034,41.0760611930487,-0.18087947,6.6355495,-0.20368886,19.456547,1.3647047,4.4853864,3,1,0,0,0,1
186,15,white,Black,25.40296568418605,56.725346,0.17020413,24.740383,-0.21802548,32.115498,1.9149457,4.508596,2,1,0,1,2,1
187,11,white,Black,-14.061886,10.642614,-1.3005744,3.8408177,-0.18791175,2.3925862,1.9087218,4.7501936,3,1,0,0,0,0
188,11,white,Black,-15.258923,9.631469,-0.25104892,3.5555449,-0.1634068,2.9691372,1.9172344,4.2648745,3,1,0,0,0,0
189,14,black,Black,13.936933,-16.505938,-0.8950172,16.319118,-0.8678638,16.809095,2.781843,3.4359543,1,3,0,0,0,0
190,17,white,Black,-11.474365,12.903124,0.009972572,5.5372047,-0.74623674,10.563761,2.6669037,3.4308767,3,2,0,0,0,1
191,14,black,Black,-2.535881,-17.357119,-0.77067256,5.3279147,-0.8384625,17.567326,2.5134692,3.1397612,2,3,0,0,0,0
192,11,white,Black,-16.616127,-2.8712606,-0.95470494,6.8855286,-0.6064567,8.186972,2.4156668,3.9535947,3,2,0,0,0,0
193,11,white,Black,-4.4168086,12.945522,0.21229762,3.5316343,-0.48846698,2.6785822,2.2021883,4.1841974,3,1,0,0,1,0
194,24,black,Black,11.774584,-5.0567284,-0.41480398,8.4430275,-0.46371678,12.258487,3.0208156,3.5020173,2,3,0,0,0,0
195,15,draw,Black,18.471657,-7.2365375,-0.32529733,20.44207,-1.0484931,5.661269,2.8650694,2.185421,3,2,1,0,0,0
196,9,white,Black,-18.849758,-3.9520035,-0.4223549,5.1911287,-0.9913514,5.894568,1.939141,3.3196182,3,2,0,0,0,0
197,11,white,Black,-14.493558,10.6422,-0.62823486,3.4731572,-0.66585517,5.519063,2.1133282,4.044486,3,1,0,0,0,0
198,23,white,Black,-5.0415387,19.547968,-0.615516,6.767821,-0.19813994,7.48595,2.679824,3.77332,3,2,0,0,0,1
199,17,white,Black,-10.29714,4.8321133,-0.4168799,6.219214,-1.090425,6.766595,2.38957,4.0534,3,2,0,0,0,0
