Episode,Steps,Winner,Active_Side,Black_Reward,White_Reward,Actor_Loss_Black,Critic_Loss_Black,Actor_Loss_White,Critic_Loss_White,Entropy_Black,Entropy_White,Black_Self_Dying_Count,White_Self_Dying_Count,Black_Kill_Count,White_Kill_Count,Black_Hit_Count,White_Hit_Count
34,10,black,Black,1.48,-1.525,-0.06121795,1.4374698,-0.36560792,1.3822895,3.2503734,2.7818577,0,3,0,0,1,0
35,12,black,Black,0.47,-0.53,-0.100552425,0.40197775,-0.49915195,0.32986847,3.0032814,2.3926115,2,3,0,0,0,0
36,10,black,Black,0.475,-0.525,-0.27783006,0.50359106,-0.5042994,0.47660065,3.0017912,2.6057565,2,3,0,0,0,0
37,13,white,Black,-0.035,0.47,0.009691626,0.15408267,-0.8951177,0.0612402,2.612942,2.8894892,3,1,1,0,0,0
38,11,white,Black,-1.03,0.975,-0.46107835,0.045562495,-0.22370388,0.064907335,2.9182396,2.9862216,3,1,0,0,0,0
39,10,black,Black,0.975,-1.025,-0.04134278,1.1025964,-0.47397625,1.064527,2.8354893,2.7943985,1,3,0,0,0,0
40,7,white,Black,-1.02,0.985,-0.20341298,0.056105312,0.23832399,0.026028546,2.5265245,2.8714316,3,1,0,0,0,0
41,7,white,Black,-0.52,0.485,0.408377,0.0049190307,-0.19438085,0.027788065,2.7310362,2.9371197,3,2,0,0,0,0
42,10,black,Black,0.475,-0.52,0.35282004,0.46712032,-0.4220208,0.6378606,2.7130785,2.568157,2,3,0,0,0,1
43,14,black,Black,0.465,-0.535,0.11844514,0.36937502,-0.46141487,0.36612967,2.8742065,2.6823287,2,3,0,0,0,0
44,9,white,Black,-0.525,0.48,0.13586168,0.01168562,-0.14917618,0.0032416168,2.79234,2.8772807,3,2,0,0,0,0
45,9,white,Black,-1.025,0.98,-0.4528845,0.053440697,-0.1756411,0.038647946,2.844909,3.1090612,3,1,0,0,0,0
46,6,black,Black,0.985,-1.015,-0.23374705,0.7931507,-0.4088834,0.72019976,3.2467852,2.6714299,1,3,0,0,0,0
47,12,black,Black,0.97,-1.03,-0.19965549,0.71299714,-0.32116073,0.5873471,3.0044842,2.483327,1,3,0,0,0,0
48,8,black,Black,0.48,-0.52,-0.60595584,0.5938333,-0.40419516,0.50012577,2.421196,2.568113,2,3,0,0,0,0
49,12,black,Black,0.47,-0.53,-0.36219826,0.3390709,-0.7283636,0.52315265,2.7245693,2.7871706,2,3,0,0,0,0
50,15,white,Black,-1.54,1.465,-0.5391858,0.3454435,-0.10600972,0.3371357,2.7894373,3.1610222,3,0,0,0,0,0
51,8,black,Black,0.48,-0.52,0.116717026,0.3834429,-0.530279,0.37324575,2.7055318,2.7484639,2,3,0,0,0,0
52,9,white,Black,-0.02,0.48,-0.119817644,0.15153806,-1.0475671,0.04018952,2.4556293,3.0052547,3,1,1,0,1,0
53,9,white,Black,-0.525,0.48,0.06694454,0.0975604,-0.26880014,0.050500013,2.9597206,2.6367111,3,2,0,0,0,0
54,16,black,Black,0.46,-0.54,-0.041370317,0.30865875,-0.41911575,0.39823043,2.8970954,2.837978,2,3,0,0,0,0
55,5,white,Black,-1.515,1.49,-0.34673533,0.53154093,-0.48057884,0.34813917,2.687281,3.1930504,3,0,0,0,0,0
56,5,white,Black,-0.515,0.49,0.2342474,0.056944992,-0.19420688,0.0016897458,2.7191188,3.0499206,3,2,0,0,0,0
57,9,white,Black,-1.025,0.98,-0.6661741,0.117458664,-0.0330164,0.113693476,2.683338,3.166603,3,1,0,0,0,0
58,14,black,Black,0.965,-1.035,0.02698496,0.68101263,-0.524508,0.63071716,3.2158158,2.7985072,1,3,0,0,0,0
59,10,black,Black,0.475,-0.525,-0.20302078,0.250412,-0.40424818,0.3973034,2.8297582,2.8898082,2,3,0,0,0,0
60,6,black,Black,1.485,-1.515,-0.036083803,1.0161599,-0.63084346,0.9591603,3.2873795,2.6116922,0,3,0,0,0,0
61,5,white,Black,-1.515,1.49,-0.31686702,0.5875872,-0.19434948,0.42226076,2.690582,3.1391516,3,0,0,0,0,0
62,8,black,Black,1.48,-1.52,-0.119072154,0.99215174,-0.5968889,0.9572383,3.2747426,2.6896663,0,3,0,0,0,0
63,10,black,Black,0.475,-0.525,0.52736247,0.24258296,-0.5245511,0.28372294,2.781847,2.7664943,2,3,0,0,0,0
64,7,white,Black,-0.52,0.485,-0.39790678,0.06151789,0.009670645,0.0010027053,2.5608797,2.9640558,3,2,0,0,0,0
65,8,black,Black,0.98,-1.02,-0.2377057,0.37260213,-0.5410228,0.4813132,3.0710194,2.422996,1,3,0,0,0,0
66,8,black,Black,0.48,-0.52,-0.3279842,0.14689651,-0.4874369,0.06695328,2.8139985,2.5594528,2,3,0,0,0,0
67,9,white,Black,-1.525,1.48,-0.68457437,0.4600494,0.003971949,0.46149433,2.4140904,3.20512,3,0,0,0,0,0
68,10,black,Black,1.475,-1.525,-0.5267321,0.7235817,-0.7602283,0.6515809,3.2401428,2.4525733,0,3,0,0,0,0
69,6,black,Black,0.985,-1.015,0.34486765,0.4251449,-0.7332573,0.38026085,3.1327984,2.6078236,1,3,0,0,0,0
70,6,black,Black,0.985,-1.015,-0.56310004,0.36692324,-0.5168542,0.27210942,3.0954506,2.6226952,1,3,0,0,0,0
71,6,black,Black,0.99,-1.015,-0.43176985,0.27317372,-0.28631908,0.21667238,3.3189037,2.4989548,1,3,0,0,1,0
72,6,black,Black,0.485,-0.515,-0.25975853,0.07753278,-0.6442639,0.17276911,2.8989038,2.6197135,2,3,0,0,0,0
73,7,white,Black,-0.52,0.485,-0.3752534,0.14768155,-0.4857046,0.03238665,2.5568013,2.888712,3,2,0,0,0,0
74,16,black,Black,0.46,-0.54,-0.1050656,0.07418086,-0.32186395,0.06369288,2.847801,2.8078268,2,3,0,0,0,0
75,6,black,Black,0.485,-0.515,0.102752104,0.09464527,-0.6593071,0.15179577,2.7209814,2.6357477,2,3,0,0,0,0
76,15,white,Black,-0.535,0.465,-0.14354573,0.32325667,-0.014436372,0.23023759,2.5485268,2.1661677,3,2,0,0,1,0
77,6,black,Black,0.485,-0.515,0.012527883,0.030505644,-0.44192934,0.054632302,2.871381,2.7356071,2,3,0,0,0,0
78,11,white,Black,-0.53,0.475,-0.5198193,0.1977623,-0.010022491,0.15503535,2.7116487,2.9612432,3,2,0,0,0,0
79,5,white,Black,-1.015,0.99,-0.97731215,0.58771974,-0.11127424,0.44244063,2.6311123,3.0152965,3,1,0,0,0,0
80,7,white,Black,-0.52,0.485,-0.13712655,0.55446494,0.04485269,0.53432876,3.165463,2.910251,3,2,0,0,0,0
81,13,white,Black,-0.535,0.47,-0.4212849,0.23394719,-0.3865449,0.33305946,2.494239,2.6856363,3,2,0,0,0,0
82,6,black,Black,0.985,-1.015,-0.122929946,0.20558561,-0.62394774,0.15220872,3.0174663,2.6961079,1,3,0,0,0,0
83,8,black,Black,0.48,-0.52,-0.17932819,0.01521031,-0.13578646,0.0033757775,2.9807363,2.6835961,2,3,0,0,0,0
84,11,white,Black,-1.03,0.975,-0.67670304,0.42798153,-0.50197995,0.38529202,2.5691135,3.1677544,3,1,0,0,0,0
85,9,white,Black,-0.525,0.48,-0.22125755,0.32203835,-0.3010458,0.5415922,2.960204,2.9205565,3,2,0,0,0,0
86,12,black,Black,0.97,-1.03,-0.11260781,0.16154686,-0.2168116,0.082464896,3.083989,2.6484702,1,3,0,0,0,0
87,11,white,Black,-1.53,1.475,-0.50406396,1.0521445,0.028433189,1.2094502,2.946378,3.1414802,3,0,0,0,0,0
88,5,white,Black,-1.015,0.99,-0.6906816,0.56582886,-0.36259925,0.57751024,2.6760788,3.0016258,3,1,0,0,0,0
89,17,white,Black,-0.545,0.47,-0.41920662,0.59272635,0.08140761,0.7307977,3.092447,2.6809602,3,2,0,0,0,2
90,11,white,Black,-1.53,1.975,-0.36169568,1.0642086,-0.36987263,1.7471483,3.0221348,3.1947365,2,0,0,1,0,0
91,7,white,Black,-1.02,0.985,-0.3842933,0.3590504,-0.05510906,0.3146904,2.7027862,3.18849,3,1,0,0,0,0
92,20,black,Black,0.955,-1.05,-0.1645389,0.097486384,-0.75867355,0.021011854,2.9829707,2.337146,1,3,0,0,1,0
93,7,white,Black,-1.02,0.985,-0.7826819,0.46017206,-0.82976496,0.41396734,2.7057898,2.8244836,3,1,0,0,0,0
94,6,black,Black,0.485,-0.515,-0.5823488,0.02955541,0.568205,0.052611757,3.1393254,2.5719519,2,3,0,0,0,0
95,6,black,Black,0.485,-0.515,-0.053372674,0.03160191,-0.018226065,0.048108976,3.1287506,2.6491416,2,3,0,0,0,0
96,10,black,Black,0.475,-0.525,-0.35777813,0.14484225,-0.3791296,0.12795532,2.8751917,2.7637796,2,3,0,0,0,0
97,17,white,Black,-0.545,0.46,-0.6294029,0.07425604,-0.29023126,0.097685695,2.5909948,3.121057,3,2,0,0,0,0
98,7,white,Black,-1.02,0.985,-0.7140418,0.31479675,-0.4830196,0.3481548,2.512006,2.916539,3,1,0,0,0,0
99,9,white,Black,-0.525,0.48,-0.35894734,0.0671292,-0.3690018,0.016411612,2.472747,2.9839513,3,2,0,0,0,0
100,15,white,Black,-0.54,0.465,-0.27668774,0.079866104,-0.19346988,0.09798735,2.5385423,2.5051706,3,2,0,0,0,0
101,13,white,Black,-1.535,1.47,-0.7117708,0.44114575,-0.22651887,0.41406825,2.5082822,3.2382376,3,0,0,0,0,0
102,16,black,Black,0.46,-0.535,-0.21261947,0.12546408,-0.20495589,0.08645465,2.9161258,2.6154807,2,3,0,0,0,1
103,5,white,Black,-1.015,0.99,-0.6803742,0.25814998,-0.15701072,0.108088404,2.7316148,3.2649071,3,1,0,0,0,0
104,16,black,Black,0.46,-0.54,-0.48829085,0.36210954,-0.41491553,0.20625342,2.413998,2.6859474,2,3,0,0,0,0
105,5,white,Black,-1.515,1.49,-0.1474797,0.71563834,-0.3760685,0.7636957,3.100303,3.0624013,3,0,0,0,0,0
106,7,white,Black,-0.51,0.985,-0.768327,0.051022563,0.00810191,0.05495,2.4951391,3.237318,3,0,1,0,2,0
107,8,black,Black,0.48,-0.52,-0.06055741,0.115232706,0.4139052,0.07680605,3.0542836,2.7008548,2,3,0,0,0,0
108,11,white,Black,-0.53,0.475,-0.34479672,0.05152692,-0.12039267,0.053490005,2.7587082,2.8984883,3,2,0,0,0,0
109,6,black,Black,0.485,-0.515,-0.67609996,0.39281395,-0.6812846,0.5043345,2.48115,2.700093,2,3,0,0,0,0
110,11,white,Black,-0.53,0.475,-0.09900284,0.026394248,-0.5527402,0.061820436,2.5506449,2.8962107,3,2,0,0,0,0
111,11,white,Black,-0.53,0.475,-0.4557599,0.17139573,-0.08321011,0.1803995,2.7739632,2.329218,3,2,0,0,0,0
112,13,white,Black,-1.035,0.97,-0.68239695,0.07601621,0.0868659,0.06649959,2.5311637,3.135297,3,1,0,0,0,0
113,5,white,Black,-1.015,0.99,-0.6977602,0.11391634,-0.15810351,0.040189188,2.6110022,3.2204256,3,1,0,0,0,0
114,3,white,Black,-1.51,1.495,-0.44676048,0.3464659,-0.16202001,0.14054771,2.6221142,3.2404003,3,0,0,0,0,0
115,9,white,Black,-1.525,1.48,-0.68787783,0.44165793,-0.21848884,0.39357603,2.6763318,3.227995,3,0,0,0,0,0
116,10,black,Black,0.475,-0.525,-0.22528791,0.23081735,-0.33264905,0.16079172,2.981851,2.5117927,2,3,0,0,0,0
117,7,white,Black,-1.02,0.985,-0.6676406,0.0913944,-0.51492566,0.13671826,2.8480244,3.1726367,3,1,0,0,0,0
118,12,black,Black,0.97,-1.03,-0.39066142,0.8652424,-0.67386603,0.77113456,2.9836915,2.9440815,1,3,0,0,0,0
119,5,white,Black,-1.015,0.99,-0.6590909,0.06582431,-0.14886941,0.02150827,2.713085,3.3047273,3,1,0,0,0,0
120,14,black,Black,0.965,-1.035,-0.087387785,0.6362835,-0.445648,0.44256568,3.0045128,2.7112176,1,3,0,0,0,0
121,8,black,Black,0.48,-0.52,-0.29026407,0.28439826,-0.41435334,0.21890602,3.03012,2.675628,2,3,0,0,0,0
122,5,white,Black,-1.515,1.49,-0.50623107,0.2281396,-0.08234851,0.15168902,2.6554534,3.3018765,3,0,0,0,0,0
123,13,white,Black,-0.535,0.475,0.18682154,0.020688502,-0.71044004,0.14817373,2.4941113,2.7541916,3,2,0,0,0,1
124,9,white,Black,-0.525,0.48,-0.22942033,0.023844969,-0.43767655,0.0498743,2.451535,2.7455316,3,2,0,0,0,0
125,12,black,Black,0.97,-1.03,-0.20944452,0.7834552,-0.30666196,0.60877603,2.9188347,2.8273602,1,3,0,0,0,0
126,10,black,Black,1.475,-1.525,-0.2822965,1.0567472,-0.6851813,0.7617103,3.298352,2.68295,0,3,0,0,0,0
127,12,black,Black,0.97,-1.03,0.057219088,0.79659456,-0.27871946,0.5769301,2.936938,2.812542,1,3,0,0,0,0
128,10,black,Black,0.98,-1.025,-0.21467705,0.55322945,-0.3824917,0.42490244,3.0117278,2.4662993,1,3,0,0,1,0
129,12,black,Black,0.48,-0.53,-0.09557614,0.4264919,-0.039412893,0.35161325,2.8054218,2.7959976,2,3,0,0,2,0
130,8,black,Black,0.48,-0.52,-0.134544,0.42312086,-0.6814061,0.5394379,2.4707284,2.7591023,2,3,0,0,0,0
131,14,black,Black,0.465,-0.535,-0.084152095,0.5140611,-0.44389594,0.43506506,2.4397027,2.8353114,2,3,0,0,0,0
132,8,black,Black,0.48,-0.52,0.14585157,0.55203336,-0.7620922,0.5435115,2.5287519,2.841352,2,3,0,0,0,0
133,7,white,Black,-0.52,0.485,-0.06892827,0.028539743,-0.43037486,0.03753889,2.7780323,2.9167054,3,2,0,0,0,0
134,11,white,Black,-0.53,0.475,-0.32628816,0.092469595,-1.0445343,0.2004632,2.6545603,2.5608752,3,2,0,0,0,0
135,8,black,Black,0.48,-0.52,-0.2610696,0.37381893,-0.79655737,0.3641099,2.739524,2.7766755,2,3,0,0,0,0
136,9,white,Black,-1.025,0.98,-0.50792265,0.34121117,-0.001281932,0.518363,2.8328228,2.9203565,3,1,0,0,0,0
137,18,black,Black,0.96,-0.545,-0.6064574,0.8856252,-0.54669535,0.28103194,2.3903286,2.8719947,2,2,1,0,1,0
138,7,white,Black,-1.515,1.485,-0.30394736,0.4457694,-0.6151762,0.65243196,2.7806334,3.173288,3,0,0,0,1,0
139,8,black,Black,0.48,-0.52,0.22359785,0.16358957,-0.2843666,0.16251716,2.8887908,2.6431668,2,3,0,0,0,0
140,9,white,Black,-1.025,0.98,-0.42464322,0.07210082,-0.26100367,0.044709235,2.3511786,3.225665,3,1,0,0,0,0
141,9,white,Black,-0.525,0.48,-0.18017018,0.19455932,0.47177273,0.284869,2.945018,2.8725896,3,2,0,0,0,0
142,11,white,Black,-1.53,1.475,-0.7054273,0.34683523,-0.11284769,0.47535914,2.526254,3.2051606,3,0,0,0,0,0
143,7,white,Black,-0.515,0.985,-0.06874256,0.05991478,-0.2246407,0.15314688,2.5041306,3.1782644,3,0,1,0,1,0
144,5,white,Black,-1.015,0.99,-0.55611634,0.16038968,-0.14348808,0.09046958,2.6022742,3.3184175,3,1,0,0,0,0
145,9,white,Black,-0.525,0.48,-0.037382714,0.067168355,-0.05705346,0.04098501,2.619187,3.082495,3,2,0,0,0,0
146,6,black,Black,0.985,-1.015,0.24893536,0.40989125,-0.7866175,0.26930192,3.2635667,2.624069,1,3,0,0,0,0
147,8,black,Black,1.48,-1.52,0.016191676,0.60125625,-0.58713955,0.41414788,3.3471997,2.4083369,0,3,0,0,0,0
148,14,black,Black,0.465,-0.535,0.033056498,0.11154691,-0.3364054,0.08311013,2.5216565,2.190218,2,3,0,0,0,0
149,9,white,Black,-0.525,0.48,0.25726014,0.036002565,0.0516347,0.07464884,2.9404671,3.1456964,3,2,0,0,0,0
150,5,white,Black,-1.015,0.99,-0.07816364,0.24001814,-0.37432605,0.17539671,2.6536052,2.9220095,3,1,0,0,0,0
151,9,white,Black,-1.025,0.985,-0.20993236,0.171414,-0.25263488,0.32979178,2.8893127,3.2939196,3,1,0,0,0,1
152,14,black,Black,0.465,-0.535,-0.21086213,0.12392052,-0.5364311,0.076339185,3.265759,2.3537307,2,3,0,0,0,0
153,8,black,Black,1.48,-1.52,-0.2741015,0.5982334,-0.47230235,0.44821697,3.2968473,2.423119,0,3,0,0,0,0
154,11,white,Black,-1.03,0.975,-0.26288316,0.25979483,-0.3210557,0.3403207,2.821987,3.0860639,3,1,0,0,0,0
155,15,white,Black,-0.54,0.465,-0.09123568,0.33015418,-0.428953,0.41279703,3.0182836,2.7052863,3,2,0,0,0,0
156,8,black,Black,0.48,-0.52,-0.03295064,0.45561615,-0.6463116,0.48182088,2.6030188,2.9085703,2,3,0,0,0,0
157,8,black,Black,0.985,-1.02,-0.18328175,0.35939458,-0.43472666,0.23785311,3.132873,2.6790457,1,3,0,0,1,0
158,8,black,Black,0.48,-0.52,0.2114197,0.1418193,-0.6173607,0.18077768,2.8947103,2.63921,2,3,0,0,0,0
159,10,black,Black,0.48,-0.525,-0.3856938,0.1484191,-0.39166945,0.064597666,2.907847,2.664697,2,3,0,0,1,0
160,21,white,Black,-1.055,0.95,-0.24706474,0.0945703,-0.4579538,0.13139841,2.3765328,3.186498,3,1,0,0,0,0
161,12,black,Black,0.97,-1.03,-0.33677703,0.34376964,-0.28761804,0.18675067,3.3000543,2.6346102,1,3,0,0,0,0
162,8,black,Black,0.48,-0.52,-0.041750714,0.4091527,-0.80396295,0.45695132,2.507475,2.884614,2,3,0,0,0,0
163,7,white,Black,-0.52,0.485,-0.19147637,0.22357531,-0.6599615,0.2505545,2.9586797,2.5735452,3,2,0,0,0,0
164,9,white,Black,-1.025,0.98,-0.5686298,0.2656583,-0.24167845,0.35304034,2.548966,2.956535,3,1,0,0,0,0
165,7,white,Black,-0.52,0.485,-0.32351226,0.031986732,-0.3625391,0.035839766,2.5202057,3.1404998,3,2,0,0,0,0
166,5,white,Black,-1.015,0.99,-0.43761837,0.16089566,0.20641007,0.04612065,2.6077814,3.3469648,3,1,0,0,0,0
167,9,white,Black,-0.525,0.48,-0.1645168,0.03947394,-0.38899842,0.078926325,2.659804,2.8028064,3,2,0,0,0,0
168,7,white,Black,-1.02,0.985,-0.64042974,0.11966249,0.12916519,0.081702985,2.4310594,3.07102,3,1,0,0,0,0
169,17,white,Black,-0.54,0.46,-0.061579123,0.05631498,-0.61985296,0.08366178,2.6362064,2.9432244,3,2,0,0,1,0
170,9,white,Black,-1.025,0.98,-0.52252537,0.08486439,0.120186105,0.040937718,2.4572873,3.2068057,3,1,0,0,0,0
171,13,white,Black,-0.535,0.47,0.14075033,0.17860611,-0.70253456,0.13090791,2.8462396,2.8595314,3,2,0,0,0,0
172,5,white,Black,-0.515,0.49,0.3694247,0.026933065,-0.47816736,0.0026340203,2.7739031,3.1283278,3,2,0,0,0,0
173,7,white,Black,-1.52,1.485,-0.8980403,0.32844493,-0.44522375,0.3943725,2.6037693,3.3939896,3,0,0,0,0,0
174,12,black,Black,0.975,-0.53,-0.08468932,0.66111994,-0.7319113,0.2404027,2.6714642,2.566499,2,2,1,0,1,0
175,7,white,Black,-0.52,0.485,-0.47098276,0.022392444,-0.15566514,0.06723846,2.5085711,3.0720549,3,2,0,0,0,0
176,9,white,Black,-0.525,0.48,-0.0476176,0.067003824,-0.65948325,0.13174812,2.884878,2.7976308,3,2,0,0,0,0
177,7,white,Black,-1.52,1.485,-0.60839856,0.17574717,-0.34819782,0.18706672,2.4517198,3.2909832,3,0,0,0,0,0
178,12,black,Black,0.47,-0.53,-0.7640944,0.48497763,-0.047542833,0.3582511,2.3905685,2.6348133,2,3,0,0,0,0
179,20,black,Black,0.45,-0.55,0.08492504,0.3190538,-0.20274848,0.19318017,2.9436042,2.861163,2,3,0,0,0,0
180,8,black,Black,0.98,-1.02,-0.37132025,0.41786125,-0.66513824,0.23987694,3.2892165,2.585402,1,3,0,0,0,0
181,7,white,Black,-1.52,1.485,-0.6054108,0.15355179,-0.123039946,0.15250881,2.4326153,3.3074558,3,0,0,0,0,0
182,9,white,Black,-1.025,0.98,-0.45442638,0.12455167,-0.092190474,0.31394103,2.764467,2.9504085,3,1,0,0,0,0
183,7,white,Black,-1.02,0.985,0.06576912,0.04410785,-0.15458068,0.04993104,2.5032518,3.1516712,3,1,0,0,0,0
184,16,black,Black,0.46,-0.54,-0.32979,0.2339455,-0.42031914,0.10865475,3.036109,2.4511518,2,3,0,0,0,0
185,6,black,Black,0.485,-0.515,0.2170754,0.2386226,-0.67094153,0.13905694,3.2200978,2.7830803,2,3,0,0,0,0
186,11,white,Black,-0.53,0.475,-0.028855361,0.038646717,-0.10549413,0.08814403,2.3634608,2.935053,3,2,0,0,0,0
187,9,white,Black,-1.525,1.485,-0.9137904,0.09366033,0.21707927,0.112271704,2.3191936,3.3396199,3,0,0,0,0,1
188,7,white,Black,-1.02,0.985,-0.6235674,0.10747773,-0.2312397,0.20118564,2.7756472,2.9862034,3,1,0,0,0,0
189,12,black,Black,0.47,-0.53,-0.1458805,0.3847114,-0.40142673,0.20864497,2.8235157,2.5782125,2,3,0,0,0,0
190,12,black,Black,0.97,-1.03,-0.10604119,0.4193283,-0.4293331,0.23953484,3.1073434,2.6003003,1,3,0,0,0,0
191,7,white,Black,-1.52,1.485,-0.5262632,0.17113227,0.023302808,0.18892576,2.620348,3.4075718,3,0,0,0,0,0
192,7,white,Black,-1.02,0.985,-0.74348307,0.034007575,-0.46416432,0.015725782,2.522581,3.3271892,3,1,0,0,0,0
193,13,white,Black,-1.035,0.97,-0.02021993,0.025769027,-0.27561945,0.08819303,2.29125,3.163788,3,1,0,0,0,0
194,9,white,Black,-0.525,0.48,0.20067668,0.064631745,-0.21983044,0.06738936,2.4429579,3.023096,3,2,0,0,0,0
195,7,white,Black,-1.52,1.485,-0.5268704,0.122944884,0.0024972856,0.20582302,2.6706192,3.3768826,3,0,0,0,0,0
196,12,black,Black,0.47,-0.53,-0.14572091,0.48204044,-0.6840992,0.40223277,2.4585898,2.6531856,2,3,0,0,0,0
197,11,white,Black,-0.53,0.475,-0.7827606,0.047550365,-0.05497907,0.047827855,2.8054876,2.8669114,3,2,0,0,0,0
198,11,white,Black,-0.53,0.475,-0.036684074,0.09832093,-0.2306265,0.13586746,3.1096852,2.7908726,3,2,0,0,0,0
199,15,white,Black,-1.03,0.965,-0.19246009,0.14214951,-0.3794325,0.35096413,2.8806167,3.091852,3,1,0,0,2,0
200,13,white,Black,-1.035,0.97,-0.39085203,0.09411705,-0.2738688,0.10503509,2.7693481,3.1500988,3,1,0,0,0,0
201,8,black,Black,0.48,-0.52,-0.096006796,0.33902293,-0.5458863,0.14739224,3.4410796,2.5233774,2,3,0,0,0,0
202,6,black,Black,0.485,-0.515,0.16959162,0.26242515,-0.16469012,0.18970473,3.0790892,2.6578753,2,3,0,0,0,0
203,10,black,Black,1.98,-1.525,-0.35864884,1.4613211,-0.28470767,0.7251769,3.293037,2.598389,0,2,1,0,1,0
