Episode,Steps,Winner,Active_Side,Black_Reward,White_Reward,Actor_Loss_Black,Critic_Loss_Black,Actor_Loss_White,Critic_Loss_White,Entropy_Black,Entropy_White
52,6,black,Black,-0.030000000000000027,-4.03,0.1260866,0.016708734,0.0,0.0,2.991927,0.0
53,6,black,Black,-0.030000000000000027,-4.03,0.0022876747,0.03082151,0.0,0.0,2.9475563,0.0
54,6,black,Black,-0.030000000000000027,-4.03,-0.09781157,0.1729589,0.0,0.0,2.6877434,0.0
55,6,black,Black,0.97,-4.03,0.100604616,0.46628082,0.0,0.0,2.9636137,0.0
56,6,black,Black,-1.03,-4.03,0.1956022,0.3433926,0.0,0.0,2.930608,0.0
57,5,white,Black,-4.03,-1.02,-0.48540536,2.6921136,0.0,0.0,2.4082472,0.0
58,6,black,Black,-0.030000000000000027,-4.03,0.13276649,0.06054489,0.0,0.0,3.1734874,0.0
59,6,black,Black,0.97,-4.03,0.18098952,0.5075881,0.0,0.0,3.158377,0.0
60,6,black,Black,-1.03,-4.03,-0.03179051,0.297909,0.0,0.0,2.7649853,0.0
61,6,black,Black,-1.03,-4.03,-0.7829004,0.23101299,0.0,0.0,2.920729,0.0
62,6,black,Black,-0.030000000000000027,-4.03,-0.27861163,0.16735987,0.0,0.0,2.6540277,0.0
63,6,black,Black,-0.030000000000000027,-4.03,-0.5039942,0.17099255,0.0,0.0,2.6872873,0.0
64,6,black,Black,-1.03,-4.03,-0.10183528,0.18175381,0.0,0.0,3.049734,0.0
65,6,black,Black,-0.030000000000000027,-4.03,0.16036457,0.26369795,0.0,0.0,2.8028862,0.0
66,6,black,Black,-1.03,-4.03,-0.8168525,0.11303371,0.0,0.0,2.40302,0.0
67,6,black,Black,-0.030000000000000027,-4.03,0.2182338,0.058114145,0.0,0.0,3.107034,0.0
68,6,black,Black,-0.030000000000000027,-4.03,-0.1417594,0.062101636,0.0,0.0,3.1821816,0.0
69,6,black,Black,-0.030000000000000027,-4.03,-0.23597144,0.063533105,0.0,0.0,3.1685028,0.0
70,6,black,Black,-0.030000000000000027,-4.03,-0.3033465,0.13395764,0.0,0.0,2.9661934,0.0
71,5,white,Black,-4.03,-1.02,-0.6861073,2.6147423,0.0,0.0,2.3906143,0.0
72,6,black,Black,-1.03,-4.03,-0.32994926,0.17037265,0.0,0.0,2.997013,0.0
73,5,white,Black,-4.03,-1.02,-0.65158623,2.5856414,0.0,0.0,2.3881447,0.0
74,6,black,Black,-0.030000000000000027,-4.03,-0.34498325,0.12175757,0.0,0.0,2.9581926,0.0
75,6,black,Black,-0.030000000000000027,-4.03,-0.04137596,0.06558334,0.0,0.0,3.1285374,0.0
76,6,black,Black,-1.03,-4.03,-0.8699985,0.12182307,0.0,0.0,2.5409095,0.0
77,6,black,Black,-1.03,-4.03,0.12235078,0.17422985,0.0,0.0,2.8194504,0.0
78,6,black,Black,0.97,-4.03,0.11719639,0.72356796,0.0,0.0,3.029642,0.0
79,6,black,Black,-1.03,-4.03,0.21733564,0.16732876,0.0,0.0,2.8059711,0.0
80,6,black,Black,-0.030000000000000027,-4.03,-0.30433166,0.07259353,0.0,0.0,3.1339848,0.0
81,6,black,Black,-1.03,-4.03,-0.6171559,0.10125813,0.0,0.0,2.9154358,0.0
82,6,black,Black,-1.03,-4.03,-0.040512823,0.11510831,0.0,0.0,2.9899857,0.0
83,6,black,Black,-1.03,-4.03,-0.5616636,0.14297603,0.0,0.0,2.515372,0.0
84,6,black,Black,-0.030000000000000027,-4.03,-0.4419234,0.10319223,0.0,0.0,3.130163,0.0
85,6,black,Black,-0.030000000000000027,-4.03,-0.46679124,0.3302849,0.0,0.0,2.6775968,0.0
86,6,black,Black,-1.03,-4.03,-0.4438573,0.027681014,0.0,0.0,2.6535723,0.0
87,6,black,Black,0.97,-4.03,-0.08413276,0.8763278,0.0,0.0,3.1502492,0.0
88,6,black,Black,-1.03,-4.03,-0.65993786,0.11769693,0.0,0.0,2.5040472,0.0
89,6,black,Black,-1.03,-4.03,-0.2853926,0.033293013,0.0,0.0,2.6477027,0.0
90,6,black,Black,0.97,-4.03,0.25942707,0.77594155,0.0,0.0,3.1064606,0.0
91,6,black,Black,-0.030000000000000027,-4.03,-0.03484801,0.08437073,0.0,0.0,2.9448225,0.0
92,6,black,Black,-1.03,-4.03,-0.1433411,0.04736532,0.0,0.0,2.6318195,0.0
93,6,black,Black,-1.03,-4.03,0.07675887,0.13662161,0.0,0.0,2.9713943,0.0
94,6,black,Black,-1.03,-4.03,-0.3637649,0.08392616,0.0,0.0,2.6154094,0.0
95,6,black,Black,-0.030000000000000027,-4.03,-0.73655695,0.10294896,0.0,0.0,2.954047,0.0
96,6,black,Black,-1.03,-4.03,0.017342689,0.14015736,0.0,0.0,2.8209965,0.0
97,6,black,Black,-1.03,-4.03,-0.44457328,0.049431827,0.0,0.0,2.817318,0.0
98,6,black,Black,-0.030000000000000027,-4.03,-0.29198283,0.075328395,0.0,0.0,3.1459496,0.0
99,6,black,Black,-1.03,-4.03,-0.58955437,0.1364277,0.0,0.0,2.8670874,0.0
100,5,white,Black,-4.03,-1.02,-0.27698123,2.435166,0.0,0.0,2.4604523,0.0
101,6,black,Black,-1.03,-4.03,-0.1336633,0.030397067,0.0,0.0,2.779254,0.0
102,6,black,Black,-0.030000000000000027,-4.03,0.012408812,0.100537,0.0,0.0,3.1363094,0.0
103,6,black,Black,-0.030000000000000027,-4.03,-0.73946995,0.38643703,0.0,0.0,2.7735722,0.0
104,6,black,Black,-0.030000000000000027,-4.03,0.23096758,0.10559547,0.0,0.0,3.0703576,0.0
105,6,black,Black,-0.030000000000000027,-4.03,-0.20805947,0.103741996,0.0,0.0,2.9993296,0.0
106,6,black,Black,-1.03,-4.03,-0.094460875,0.11804632,0.0,0.0,2.9363031,0.0
107,5,white,Black,-4.03,-1.02,-0.23725715,2.3411152,0.0,0.0,2.4440205,0.0
108,6,black,Black,-1.03,-4.03,-0.29665202,0.092975646,0.0,0.0,2.969036,0.0
109,6,black,Black,-1.03,-4.03,-0.22565594,0.0854125,0.0,0.0,2.9984465,0.0
110,6,black,Black,0.97,-4.03,-0.15518384,0.8658226,0.0,0.0,3.1562455,0.0
111,6,black,Black,0.97,-4.03,0.060943857,0.8327871,0.0,0.0,2.971862,0.0
112,5,white,Black,-4.03,-1.02,-0.25576332,2.2468843,0.0,0.0,2.438255,0.0
113,6,black,Black,-0.030000000000000027,-4.03,-0.08437928,0.104504,0.0,0.0,2.9679782,0.0
114,6,black,Black,-1.03,-4.03,-0.47295454,0.025166864,0.0,0.0,2.7442741,0.0
115,6,black,Black,-1.03,-4.03,-0.50548476,0.038132142,0.0,0.0,2.7777207,0.0
116,6,black,Black,-0.030000000000000027,-4.03,-0.49912813,0.51231915,0.0,0.0,2.8335505,0.0
117,6,black,Black,-0.030000000000000027,-4.03,-0.18935966,0.4454845,0.0,0.0,2.7428033,0.0
118,6,black,Black,-1.03,-4.03,-0.124462,0.18898171,0.0,0.0,2.4337165,0.0
119,6,black,Black,-1.03,-4.03,-0.4254356,0.035311285,0.0,0.0,2.873085,0.0
120,6,black,Black,-0.030000000000000027,-4.03,-0.17378624,0.14245619,0.0,0.0,2.9536731,0.0
121,6,black,Black,-0.030000000000000027,-4.03,-0.18946452,0.065008335,0.0,0.0,3.1465557,0.0
122,5,black,Black,1.17,-3.02,-0.4464032,0.7601816,0.0,0.0,3.1769078,0.0
123,6,black,Black,0.97,-4.03,0.004870739,0.579018,0.0,0.0,3.1465845,0.0
124,5,white,Black,-4.03,-1.02,-0.28874803,2.4814796,0.0,0.0,2.34984,0.0
125,6,black,Black,0.97,-4.03,0.008879295,0.4755409,0.0,0.0,3.1071155,0.0
126,6,black,Black,-0.030000000000000027,-4.03,-0.010312462,0.20705473,0.0,0.0,2.8535411,0.0
127,6,black,Black,0.97,-4.03,-0.16109216,0.36434817,0.0,0.0,3.1387374,0.0
128,6,black,Black,-1.03,-4.03,-0.3068218,0.18681891,0.0,0.0,2.8600276,0.0
129,6,black,Black,-1.03,-4.03,-0.63482624,0.2103157,0.0,0.0,2.3000805,0.0
130,6,black,Black,0.97,-4.03,-0.01902742,0.23635514,0.0,0.0,3.1399677,0.0
131,8,black,Black,-0.040000000000000036,-4.04,-0.39203757,0.15159224,0.0,0.0,2.928896,0.0
132,6,black,Black,-1.03,-4.03,-0.47672477,0.5774421,0.0,0.0,2.9067504,0.0
133,6,black,Black,-1.03,-4.03,-0.555493,0.39015165,0.0,0.0,2.7670996,0.0
134,6,black,Black,-0.030000000000000027,-4.03,-0.055317685,0.088232614,0.0,0.0,2.8373487,0.0
135,6,black,Black,0.97,-4.03,-0.13023049,0.1906342,0.0,0.0,2.9693344,0.0
136,6,black,Black,-0.030000000000000027,-4.03,-0.19297501,0.0611342,0.0,0.0,2.979984,0.0
137,6,black,Black,-0.030000000000000027,-4.03,-0.3634928,0.07353156,0.0,0.0,2.7301216,0.0
138,8,black,Black,-0.040000000000000036,-4.04,-0.5671797,0.13525505,0.0,0.0,3.0031796,0.0
139,6,black,Black,-1.03,-4.03,-0.85109615,0.24037881,0.0,0.0,2.2890873,0.0
140,6,black,Black,0.97,-4.03,0.08039285,0.17888772,0.0,0.0,3.104749,0.0
141,6,black,Black,-0.030000000000000027,-4.03,-0.26497242,0.04674163,0.0,0.0,2.9405715,0.0
142,6,black,Black,-0.030000000000000027,-4.03,-0.41761163,0.031474937,0.0,0.0,2.7563248,0.0
143,6,black,Black,0.97,-4.03,-0.22551772,0.180381,0.0,0.0,3.1349146,0.0
144,6,black,Black,0.97,-4.03,-0.2284787,0.17263894,0.0,0.0,3.1429482,0.0
145,6,black,Black,-0.030000000000000027,-4.03,-0.5118727,0.07161695,0.0,0.0,2.566557,0.0
146,8,black,Black,-0.040000000000000036,-4.04,-0.20894791,0.17444856,0.0,0.0,2.9732509,0.0
147,6,black,Black,-0.030000000000000027,-4.03,-0.71130604,0.033502836,0.0,0.0,2.6909924,0.0
148,6,black,Black,-0.030000000000000027,-4.03,-0.6516841,0.062220708,0.0,0.0,2.561598,0.0
149,6,black,Black,-0.030000000000000027,-4.03,-0.37160102,0.24099942,0.0,0.0,3.0861855,0.0
150,6,black,Black,-0.030000000000000027,-4.03,-0.17927484,0.07156291,0.0,0.0,2.923748,0.0
151,6,black,Black,0.97,-4.03,-0.40351775,0.1306942,0.0,0.0,3.0886052,0.0
152,6,black,Black,-1.03,-4.03,-0.5135197,0.32033357,0.0,0.0,2.4194982,0.0
153,7,white,Black,-4.04,-1.03,-0.8890303,3.6033616,0.0,0.0,2.729658,0.0
154,6,black,Black,-0.030000000000000027,-4.03,-0.68261975,0.05941297,0.0,0.0,2.9067743,0.0
155,6,black,Black,-1.03,-4.03,-0.541735,0.42496848,0.0,0.0,2.8123639,0.0
156,6,black,Black,-0.030000000000000027,-4.03,-0.5005556,0.03018701,0.0,0.0,2.8039627,0.0
157,6,black,Black,-1.03,-4.03,-0.818185,0.26410124,0.0,0.0,2.4311197,0.0
158,6,black,Black,-0.030000000000000027,-4.03,-0.36910525,0.093435444,0.0,0.0,3.1377695,0.0
159,6,black,Black,0.97,-4.03,-0.12529221,0.26081765,0.0,0.0,2.9643128,0.0
160,6,black,Black,-0.030000000000000027,-4.03,-0.31573445,0.040679615,0.0,0.0,2.768212,0.0
161,6,black,Black,0.97,-4.03,-0.14826414,0.2943576,0.0,0.0,3.0496883,0.0
162,6,black,Black,-1.03,-4.03,-1.0080806,0.47497812,0.0,0.0,2.800719,0.0
163,6,black,Black,-0.030000000000000027,-4.03,-0.33392227,0.05368061,0.0,0.0,3.0800612,0.0
164,6,black,Black,-1.03,-4.03,-0.45179588,0.20939235,0.0,0.0,2.4932163,0.0
165,6,black,Black,0.97,-4.03,-0.16267677,0.34627295,0.0,0.0,2.9410717,0.0
166,6,black,Black,-0.030000000000000027,-4.03,-0.3381211,0.04018954,0.0,0.0,2.967205,0.0
167,6,black,Black,-0.030000000000000027,-4.03,-0.3285181,0.13774249,0.0,0.0,2.5168207,0.0
168,6,black,Black,0.97,-4.03,0.26768458,0.37101436,0.0,0.0,3.0538437,0.0
169,6,black,Black,-1.03,-4.03,-0.48262808,0.4066001,0.0,0.0,2.8548057,0.0
170,5,white,Black,-4.03,-1.02,-0.67603606,2.6992238,0.0,0.0,2.3788104,0.0
171,6,black,Black,0.16999999999999998,-4.03,-0.76730067,0.25861832,0.0,0.0,2.6675475,0.0
172,8,black,Black,-0.040000000000000036,-4.04,-0.25264856,0.05896759,0.0,0.0,2.944644,0.0
173,6,black,Black,-0.030000000000000027,-4.03,-0.567754,0.11650344,0.0,0.0,2.6048443,0.0
174,6,black,Black,0.97,-4.03,-0.16297518,0.38787913,0.0,0.0,3.035206,0.0
175,6,black,Black,0.97,-4.03,-0.20283934,0.3919933,0.0,0.0,2.9931917,0.0
176,6,black,Black,-1.03,-4.03,-0.8092246,0.20538683,0.0,0.0,2.3608525,0.0
177,6,black,Black,-1.03,-4.03,-0.5312706,0.24164481,0.0,0.0,2.2587109,0.0
178,6,black,Black,-0.030000000000000027,-4.03,-0.58612573,0.11472871,0.0,0.0,2.5706713,0.0
179,6,black,Black,0.97,-4.03,0.43450627,0.31214353,0.0,0.0,3.0408764,0.0
180,6,black,Black,-0.030000000000000027,-4.03,-0.19819558,0.06653581,0.0,0.0,3.0850055,0.0
181,6,black,Black,0.97,-4.03,-0.2307042,0.27333426,0.0,0.0,3.0462472,0.0
182,6,black,Black,0.97,-4.03,-0.36512956,0.25876966,0.0,0.0,2.991065,0.0
183,6,black,Black,-0.030000000000000027,-4.03,-0.6284688,0.072930746,0.0,0.0,2.422588,0.0
184,6,black,Black,-0.030000000000000027,-4.03,-0.20394263,0.11866709,0.0,0.0,3.041165,0.0
185,6,black,Black,-1.03,-4.03,-0.12413604,0.60579604,0.0,0.0,2.8656788,0.0
186,6,black,Black,0.97,-4.03,0.07134532,0.17983823,0.0,0.0,3.080806,0.0
187,6,black,Black,-0.030000000000000027,-4.03,-0.27156916,0.044519003,0.0,0.0,2.824297,0.0
188,6,black,Black,-1.03,-4.03,-1.0169475,0.40704212,0.0,0.0,2.5527973,0.0
189,6,black,Black,0.97,-4.03,-0.02355952,0.16478518,0.0,0.0,2.8853128,0.0
190,6,black,Black,0.97,-4.03,0.064287856,0.15165268,0.0,0.0,3.0185902,0.0
191,6,black,Black,-1.03,-4.03,-0.9358678,0.2965977,0.0,0.0,2.1768086,0.0
192,6,black,Black,-0.030000000000000027,-4.03,-0.36748698,0.053704247,0.0,0.0,2.7722633,0.0
193,6,black,Black,-1.03,-4.03,-0.24393378,0.4261533,0.0,0.0,2.4082687,0.0
194,6,black,Black,-0.030000000000000027,-4.03,-0.710184,0.044092137,0.0,0.0,2.5257661,0.0
195,6,black,Black,-0.030000000000000027,-4.03,-0.3854027,0.15114363,0.0,0.0,2.8958738,0.0
196,6,black,Black,-0.030000000000000027,-4.03,-0.13925874,0.04709761,0.0,0.0,2.5200408,0.0
197,6,black,Black,0.97,-4.03,-0.17756006,0.17415793,0.0,0.0,2.9506176,0.0
198,6,black,Black,-1.03,-4.03,-0.32289413,0.27935603,0.0,0.0,2.2436857,0.0
199,6,black,Black,-0.030000000000000027,-4.03,-0.24071817,0.05940975,0.0,0.0,2.3722222,0.0
200,6,black,Black,-1.03,-4.03,-0.68659544,0.36723396,0.0,0.0,2.7376978,0.0
201,6,black,Black,-0.030000000000000027,-4.03,-0.233534,0.046088263,0.0,0.0,2.7322347,0.0
202,6,black,Black,-0.030000000000000027,-4.03,0.13655101,0.05133413,0.0,0.0,2.5695102,0.0
203,6,black,Black,0.37,-4.03,-0.78561395,0.06144764,0.0,0.0,2.732668,0.0
204,6,black,Black,-1.03,-4.03,-0.8381428,0.24783932,0.0,0.0,2.1428063,0.0
205,6,black,Black,0.97,-4.03,-0.40562087,0.22987784,0.0,0.0,2.9579506,0.0
206,6,black,Black,-0.030000000000000027,-4.03,-0.5076726,0.0480201,0.0,0.0,2.5444553,0.0
207,6,black,Black,-0.8300000000000001,-4.03,-0.05183053,0.5097782,0.0,0.0,2.8151596,0.0
208,6,black,Black,0.97,-4.03,0.010996617,0.23926668,0.0,0.0,2.8511012,0.0
209,6,black,Black,-1.03,-4.03,-0.4931252,0.31522253,0.0,0.0,2.4576273,0.0
210,6,black,Black,0.97,-4.03,-0.19213474,0.24955727,0.0,0.0,2.914421,0.0
211,6,black,Black,-1.03,-4.03,-0.18223579,0.29293084,0.0,0.0,2.442363,0.0
212,6,black,Black,-0.030000000000000027,-4.03,-0.2549794,0.053681623,0.0,0.0,2.432258,0.0
213,6,black,Black,-1.03,-4.03,-0.6304086,0.28805283,0.0,0.0,2.4091914,0.0
214,6,black,Black,-1.03,-4.03,-0.9863122,0.51277876,0.0,0.0,2.5470374,0.0
215,6,black,Black,-1.03,-4.03,-0.54140043,0.48439768,0.0,0.0,2.5398443,0.0
216,6,black,Black,-0.030000000000000027,-4.03,-0.53956354,0.08360711,0.0,0.0,2.9691036,0.0
217,6,black,Black,-1.03,-4.03,0.18439876,0.43401298,0.0,0.0,2.6854656,0.0
218,8,black,Black,-0.040000000000000036,-4.04,-0.14165762,0.07733749,0.0,0.0,2.826139,0.0
219,6,black,Black,-0.030000000000000027,-4.03,-0.0784271,0.058685854,0.0,0.0,2.8264306,0.0
220,6,black,Black,-0.030000000000000027,-4.03,-0.5133261,0.077439435,0.0,0.0,2.7381508,0.0
221,6,black,Black,-1.03,-4.03,-0.26292887,0.32408723,0.0,0.0,2.5980582,0.0
222,6,black,Black,0.97,-4.03,0.16780156,0.46960327,0.0,0.0,2.990197,0.0
223,6,black,Black,-0.030000000000000027,-4.03,-0.35978752,0.041178595,0.0,0.0,2.9160404,0.0
224,6,black,Black,0.16999999999999998,-4.03,0.18439905,0.07585942,0.0,0.0,3.0211284,0.0
225,6,black,Black,-0.030000000000000027,-4.03,-0.29366013,0.03645702,0.0,0.0,3.0250437,0.0
226,6,black,Black,0.97,-4.03,0.35929817,0.5105399,0.0,0.0,3.0000365,0.0
227,6,black,Black,-0.030000000000000027,-4.03,0.115807965,0.028965585,0.0,0.0,2.9524372,0.0
228,6,black,Black,-0.030000000000000027,-4.03,0.67441094,0.026092587,0.0,0.0,2.8263638,0.0
229,5,white,Black,-4.03,-1.02,-0.83045906,2.467947,0.0,0.0,2.0694482,0.0
230,6,black,Black,0.97,-4.03,-0.43588457,0.51948196,0.0,0.0,2.95626,0.0
231,6,black,Black,-1.03,-4.03,-0.6894642,0.19946133,0.0,0.0,2.0369148,0.0
232,6,black,Black,0.97,-4.03,0.0948504,0.5047986,0.0,0.0,2.917844,0.0
233,6,black,Black,-0.030000000000000027,-4.03,-0.12640193,0.22950049,0.0,0.0,2.3110955,0.0
234,6,black,Black,-0.030000000000000027,-4.03,-0.4770854,0.018789204,0.0,0.0,2.8844326,0.0
235,6,black,Black,-0.030000000000000027,-4.03,-0.5767094,0.10191771,0.0,0.0,2.779475,0.0
236,6,black,Black,0.97,-2.83,-0.642502,0.46770346,0.0,0.0,2.5427568,0.0
237,6,black,Black,-1.03,-4.03,0.11687275,0.3219341,0.0,0.0,2.7753227,0.0
238,6,black,Black,0.97,-4.03,-0.0069923606,0.43733248,0.0,0.0,2.9205263,0.0
239,8,black,Black,-1.04,-4.04,-0.08283448,0.4526984,0.0,0.0,2.7909813,0.0
240,6,black,Black,0.97,-4.03,0.10604705,0.41280183,0.0,0.0,3.0137165,0.0
241,6,black,Black,-0.030000000000000027,-4.03,-0.61944187,0.0784043,0.0,0.0,2.6637232,0.0
242,6,black,Black,-1.03,-4.03,-0.13342068,0.34979394,0.0,0.0,2.6743772,0.0
243,6,black,Black,-1.03,-4.03,-0.74202275,0.14675689,0.0,0.0,2.3727498,0.0
244,6,black,Black,0.97,-4.03,-0.6719002,0.38608575,0.0,0.0,2.890605,0.0
245,6,black,Black,-0.8300000000000001,-4.03,-0.6214076,0.33010885,0.0,0.0,2.6444016,0.0
246,6,black,Black,0.97,-4.03,-0.12857819,0.37540826,0.0,0.0,2.922861,0.0
247,6,black,Black,-1.03,-4.03,-1.1018717,0.18307166,0.0,0.0,2.2710402,0.0
248,6,black,Black,0.97,-4.03,-0.5473145,0.36400333,0.0,0.0,2.9225788,0.0
249,6,black,Black,0.97,-4.03,-0.47717822,0.3530749,0.0,0.0,2.9362094,0.0
250,6,black,Black,0.16999999999999998,-4.03,-0.56389,0.043630626,0.0,0.0,2.9548228,0.0
251,6,black,Black,-0.030000000000000027,-4.03,-0.6691948,0.08261293,0.0,0.0,2.7267883,0.0
252,6,black,Black,-0.030000000000000027,-4.03,-0.5033109,0.03894873,0.0,0.0,2.843764,0.0
253,6,black,Black,-0.030000000000000027,-4.03,-0.90658104,0.042312484,0.0,0.0,2.9031007,0.0
254,6,black,Black,-1.03,-4.03,-0.9958734,0.24340618,0.0,0.0,2.0522382,0.0
255,6,black,Black,0.97,-4.03,-0.13173851,0.2933236,0.0,0.0,2.8897927,0.0
256,6,black,Black,-0.030000000000000027,-4.03,-0.7487375,0.053366397,0.0,0.0,2.8039598,0.0
257,6,black,Black,0.97,-4.03,-0.6073164,0.28396747,0.0,0.0,2.9059334,0.0
258,6,black,Black,-0.030000000000000027,-4.03,-0.6776027,0.045651685,0.0,0.0,2.5829072,0.0
259,8,black,Black,-1.04,-4.04,-0.45809036,0.628346,0.0,0.0,2.811066,0.0
260,6,black,Black,-1.03,-4.03,-1.0758302,0.26139048,0.0,0.0,2.4022167,0.0
261,6,black,Black,-0.030000000000000027,-4.03,0.16198182,0.05059134,0.0,0.0,2.422301,0.0
262,6,black,Black,0.97,-4.03,0.06655747,0.27019337,0.0,0.0,2.9182289,0.0
263,6,black,Black,-0.030000000000000027,-4.03,-0.74209285,0.16903554,0.0,0.0,2.3276165,0.0
264,6,black,Black,0.97,-4.03,-0.51639235,0.26559448,0.0,0.0,2.8073273,0.0
265,6,black,Black,-0.030000000000000027,-4.03,-0.29588884,0.06667154,0.0,0.0,2.6419725,0.0
266,5,white,Black,-4.03,-1.02,-0.8051244,2.785822,0.0,0.0,2.189387,0.0
267,5,white,Black,-4.03,-1.02,-0.40440318,2.8009796,0.0,0.0,2.035257,0.0
268,8,black,Black,-0.040000000000000036,-4.04,-0.5706775,0.08587594,0.0,0.0,2.7756684,0.0
269,6,black,Black,0.97,-4.03,-0.5272381,0.25019836,0.0,0.0,2.845513,0.0
