Episode,Steps,Winner,Active_Side,Black_Reward,White_Reward,Actor_Loss_Black,Critic_Loss_Black,Actor_Loss_White,Critic_Loss_White,Entropy_Black,Entropy_White
29,6,black,Black,89.94065,-65.37061,-0.2922393,82.4814,0.0,0.0,3.1021283,0.0
30,6,black,Black,94.899414,-65.30034,-0.5693836,86.70762,0.0,0.0,3.1226861,0.0
31,6,black,Black,100.07041,-65.349365,-0.28763646,89.127106,0.0,0.0,3.3099978,0.0
32,6,black,Black,94.88123,-65.38664,0.077195376,83.1655,0.0,0.0,3.2332542,0.0
33,5,white,Black,-64.99025,89.7286,-0.5665271,68.54095,0.0,0.0,2.731287,0.0
34,6,black,Black,90.020096,-65.402405,-0.7922292,83.34322,0.0,0.0,2.7317765,0.0
35,6,black,Black,94.89691,-65.36235,-0.33082017,82.865,0.0,0.0,3.1737359,0.0
36,6,black,Black,94.97424,-65.39209,-0.37133482,79.907265,0.0,0.0,3.2814276,0.0
37,6,black,Black,94.876236,-65.43258,-0.40368852,83.57927,0.0,0.0,3.0091517,0.0
38,6,black,Black,89.9649,-65.41363,-1.0898929,80.744644,0.0,0.0,2.6822975,0.0
39,6,black,Black,95.09001,-65.40166,-0.84398127,82.79823,0.0,0.0,2.9659917,0.0
40,6,black,Black,94.92323,-65.37871,-0.058747113,76.15976,0.0,0.0,3.3441715,0.0
41,6,black,Black,89.75313,-65.422134,-0.7521038,79.860085,0.0,0.0,2.5682118,0.0
42,6,black,Black,94.96999,-65.3637,-0.71672666,75.896904,0.0,0.0,3.1904457,0.0
43,6,black,Black,94.75473,-65.41431,-1.0038275,76.9916,0.0,0.0,3.0043545,0.0
44,6,black,Black,89.77426,-65.44268,-0.013741672,70.80775,0.0,0.0,2.9917328,0.0
45,6,black,Black,99.93781,-65.40602,-0.09300934,73.28425,0.0,0.0,3.3247235,0.0
46,6,black,Black,99.965096,-65.344315,-0.70790434,72.36617,0.0,0.0,3.179814,0.0
47,6,black,Black,94.8597,-65.365326,-0.27039993,65.45807,0.0,0.0,3.2282038,0.0
48,6,black,Black,94.95884,-65.37609,-0.4800295,63.68405,0.0,0.0,3.278283,0.0
49,6,black,Black,94.92529,-65.43568,-0.3722021,68.03962,0.0,0.0,2.9960735,0.0
50,6,black,Black,89.59627,-65.38247,-0.41598964,64.79713,0.0,0.0,2.811807,0.0
51,6,black,Black,100.03512,-65.33579,-0.19622248,62.63509,0.0,0.0,3.2898943,0.0
52,6,black,Black,94.99786,-65.14522,-0.34051907,55.69394,0.0,0.0,3.4246395,0.0
53,6,black,Black,99.79078,-65.35599,-0.54467857,58.11203,0.0,0.0,3.3236,0.0
54,6,black,Black,89.84373,-65.41394,-0.9280107,58.791492,0.0,0.0,2.7654698,0.0
55,6,black,Black,89.76664,-65.41849,-1.0984817,56.6105,0.0,0.0,2.7661583,0.0
56,6,black,Black,99.936,-65.31776,-0.1613564,50.14886,0.0,0.0,3.1859124,0.0
57,6,black,Black,89.93026,-65.354805,-0.12986957,42.331318,0.0,0.0,3.2167046,0.0
58,5,white,Black,-65.390434,89.71663,-0.15263781,102.99868,0.0,0.0,2.7588909,0.0
59,6,black,Black,100.074135,-65.1858,-0.22817597,42.824753,0.0,0.0,3.3121793,0.0
60,6,black,Black,89.92023,-65.40163,-0.59424937,39.774853,0.0,0.0,2.9305632,0.0
61,6,black,Black,94.899635,-65.40721,-0.60197395,43.411316,0.0,0.0,3.0124862,0.0
62,6,black,Black,94.84666,-65.40314,-0.1501529,30.045347,0.0,0.0,3.4159508,0.0
63,6,black,Black,99.96989,-65.3667,-0.7547716,30.937311,0.0,0.0,3.3406246,0.0
64,6,black,Black,89.897156,-65.27063,-0.3053725,29.415756,0.0,0.0,3.0258229,0.0
65,6,black,Black,94.98301,-65.3873,-0.75158525,26.874794,0.0,0.0,3.1122572,0.0
66,6,black,Black,99.88981,-65.328,-0.25319436,21.44633,0.0,0.0,3.4087732,0.0
67,6,black,Black,99.97408,-65.34993,-0.43009037,19.343412,0.0,0.0,3.415754,0.0
68,6,black,Black,95.06378,-65.38077,-0.35342392,9.812546,0.0,0.0,3.283816,0.0
69,6,black,Black,94.861145,-65.35506,-0.8298311,14.152367,0.0,0.0,3.228143,0.0
70,6,black,Black,94.7248,-65.36622,-0.66652596,13.211537,0.0,0.0,3.2865593,0.0
71,6,black,Black,100.26606,-65.2645,-0.10006152,6.181269,0.0,0.0,3.4127762,0.0
72,6,black,Black,94.849625,-65.391846,-0.2972352,12.561496,0.0,0.0,3.1906683,0.0
73,3,white,Black,-65.11872,94.85018,-0.48747817,143.3861,0.0,0.0,2.861611,0.0
74,6,black,Black,89.775505,-65.42862,-0.43145674,8.392459,0.0,0.0,3.0441158,0.0
75,6,black,Black,89.858505,-65.39262,-0.83069324,15.723063,0.0,0.0,2.8320458,0.0
76,6,black,Black,94.98251,-65.37494,-0.70392174,15.179294,0.0,0.0,3.1931355,0.0
77,6,black,Black,89.86532,-65.44286,-0.5471654,8.470983,0.0,0.0,3.0467873,0.0
78,6,black,Black,99.8509,-65.34644,-0.3036086,10.283488,0.0,0.0,3.4562771,0.0
79,5,white,Black,-65.220795,89.71788,-0.80514205,149.16258,0.0,0.0,2.8116875,0.0
80,6,black,Black,89.7862,-65.3539,-0.86339635,6.201815,0.0,0.0,3.056506,0.0
81,6,black,Black,94.73165,-65.40806,-0.40693882,6.9159393,0.0,0.0,3.0228403,0.0
82,6,black,Black,99.96327,-65.344376,-0.61954945,7.3506293,0.0,0.0,3.2476857,0.0
83,6,black,Black,94.71971,-65.42679,-0.36264563,6.916758,0.0,0.0,3.0793197,0.0
84,5,white,Black,-65.37991,89.71788,-1.1704437,146.31387,0.0,0.0,2.8246763,0.0
85,6,black,Black,94.751305,-65.33829,-0.66600895,9.192119,0.0,0.0,3.3343618,0.0
86,6,black,Black,89.77913,-65.38917,-1.1227766,10.363149,0.0,0.0,2.84655,0.0
87,6,black,Black,94.92605,-65.40391,-0.84465915,5.3067756,0.0,0.0,3.0373585,0.0
88,6,black,Black,89.7,-65.35783,-0.42176038,8.253652,0.0,0.0,3.3388681,0.0
89,6,black,Black,94.9324,-65.3833,-0.9163617,6.0812683,0.0,0.0,3.1135004,0.0
90,6,black,Black,94.94655,-65.36868,-1.0259298,8.73968,0.0,0.0,3.2904043,0.0
91,6,black,Black,89.77839,-65.42395,-0.30806312,7.2546325,0.0,0.0,3.2767875,0.0
92,5,white,Black,-65.07077,89.71788,-0.41869617,143.12343,0.0,0.0,2.831661,0.0
93,6,black,Black,99.95725,-65.33794,-0.46662056,10.089114,0.0,0.0,3.5327148,0.0
94,6,black,Black,89.92693,-65.437874,-0.42162284,2.8749745,0.0,0.0,3.0412846,0.0
95,6,black,Black,94.67037,-65.391846,-0.24459544,9.363767,0.0,0.0,3.1882458,0.0
96,6,black,Black,89.680244,-65.42129,-0.8120471,10.187808,0.0,0.0,2.770713,0.0
97,6,black,Black,89.89943,-65.4045,-0.24632686,7.420667,0.0,0.0,3.198782,0.0
98,6,black,Black,94.65595,-65.3591,-0.40271926,6.658333,0.0,0.0,3.338208,0.0
99,6,black,Black,99.949165,-65.33543,0.05595514,8.976979,0.0,0.0,3.4767811,0.0
100,6,black,Black,94.860245,-65.43577,-0.27632555,5.6925836,0.0,0.0,3.1128852,0.0
101,6,black,Black,99.95474,-65.32384,0.014752597,9.424858,0.0,0.0,3.5300114,0.0
102,6,black,Black,99.64334,-65.34644,-0.32036838,9.59964,0.0,0.0,3.4166956,0.0
103,6,black,Black,99.84222,-65.33173,0.20297799,10.678752,0.0,0.0,3.429651,0.0
104,6,black,Black,89.77921,-65.38823,-0.081105754,4.823597,0.0,0.0,2.8601635,0.0
105,6,black,Black,95.08621,-65.37701,-0.6609558,6.697924,0.0,0.0,3.205569,0.0
106,5,white,Black,-65.09662,89.71788,-1.0033358,145.54445,0.0,0.0,2.8650157,0.0
107,5,white,Black,-65.16092,89.763695,-0.7208373,149.32793,0.0,0.0,2.8468125,0.0
108,6,black,Black,99.89876,-65.36336,-0.39392903,7.5117364,0.0,0.0,3.2786481,0.0
109,6,black,Black,99.721565,-65.346436,-0.34707686,7.1505837,0.0,0.0,3.5440521,0.0
110,6,black,Black,94.98105,-65.33666,-0.71838593,5.902481,0.0,0.0,3.0705292,0.0
111,6,black,Black,100.1175,-65.34251,-0.12428579,5.8952255,0.0,0.0,3.6402256,0.0
112,5,white,Black,-65.26602,89.763695,-0.853011,146.14296,0.0,0.0,2.849603,0.0
113,6,black,Black,89.90079,-65.40757,-0.41412282,3.0116465,0.0,0.0,3.1141796,0.0
114,6,black,Black,89.73066,-65.42786,-1.2677057,10.03696,0.0,0.0,2.7992408,0.0
115,6,black,Black,94.947716,-65.42724,-0.91860926,13.069072,0.0,0.0,3.1007907,0.0
116,6,black,Black,100.21378,-65.18183,-0.29510197,4.80011,0.0,0.0,3.3547227,0.0
117,5,white,Black,-65.15726,89.71788,-0.9898894,141.49458,0.0,0.0,2.879226,0.0
118,6,black,Black,94.90358,-65.377625,-0.5542034,4.36733,0.0,0.0,3.3736546,0.0
119,6,black,Black,89.90561,-65.41363,-1.0531647,11.62534,0.0,0.0,2.786335,0.0
120,6,black,Black,94.873024,-65.38757,-0.38052294,6.7400336,0.0,0.0,3.0552015,0.0
121,5,white,Black,-65.137375,89.757286,-1.104988,145.82103,0.0,0.0,2.8772929,0.0
122,6,black,Black,100.04439,-65.324814,-0.42529628,3.5594788,0.0,0.0,3.6226523,0.0
123,6,black,Black,89.86805,-65.43468,-1.0817269,8.084247,0.0,0.0,3.0547733,0.0
124,6,black,Black,95.07687,-65.348694,-0.28635377,5.132917,0.0,0.0,3.4544222,0.0
125,6,black,Black,94.806305,-65.386925,-0.50150996,5.1153965,0.0,0.0,3.063017,0.0
126,6,black,Black,94.968994,-65.363976,-0.67984134,3.620226,0.0,0.0,3.3388357,0.0
127,6,black,Black,89.77339,-65.42862,-0.28698415,4.1144385,0.0,0.0,3.1520126,0.0
128,6,black,Black,100.064735,-65.31889,-0.012325317,2.1809776,0.0,0.0,3.6432521,0.0
129,6,black,Black,89.76566,-65.40594,-0.90075916,3.4706018,0.0,0.0,3.0353336,0.0
130,6,black,Black,89.892525,-65.41867,-0.8870813,3.3533585,0.0,0.0,3.0658722,0.0
131,6,black,Black,94.805275,-65.36337,-1.077863,3.8959553,0.0,0.0,3.3283672,0.0
132,5,white,Black,-65.362236,89.757286,-0.7835237,150.20323,0.0,0.0,2.8696873,0.0
133,6,black,Black,89.95625,-65.33402,-0.33936852,4.2696323,0.0,0.0,3.2415574,0.0
134,6,black,Black,95.12978,-65.34772,-0.41391966,2.3309267,0.0,0.0,3.2455037,0.0
135,6,black,Black,95.0493,-65.350784,-0.92381203,2.4733074,0.0,0.0,3.3301165,0.0
136,6,black,Black,89.65365,-65.44188,-0.24667075,2.7885714,0.0,0.0,3.1113555,0.0
137,5,white,Black,-65.19681,89.763695,-0.9039849,149.70668,0.0,0.0,2.8313818,0.0
138,5,white,Black,-65.34895,89.757286,-0.7865337,148.89586,0.0,0.0,2.875184,0.0
139,6,black,Black,99.90497,-65.35015,-0.71376526,4.926132,0.0,0.0,3.6900566,0.0
140,6,black,Black,99.72651,-65.34952,-0.16821624,4.838865,0.0,0.0,3.5983906,0.0
141,6,black,Black,94.74011,-65.38077,-0.72221786,4.2995505,0.0,0.0,3.6976137,0.0
142,6,black,Black,99.91654,-65.34644,-0.6778119,5.0936203,0.0,0.0,3.5355732,0.0
143,6,black,Black,99.75669,-65.30299,-0.6864637,5.103376,0.0,0.0,3.6932452,0.0
144,6,black,Black,89.581184,-65.44192,-0.643014,2.2664516,0.0,0.0,3.116308,0.0
145,6,black,Black,99.935486,-65.27084,-0.26614463,4.338829,0.0,0.0,3.5574424,0.0
146,6,black,Black,94.76189,-65.42126,-1.2711579,9.68837,0.0,0.0,3.0097878,0.0
147,6,black,Black,94.76945,-65.38125,-0.7296015,4.3553243,0.0,0.0,3.1646988,0.0
148,6,black,Black,94.70334,-65.40192,-0.77332073,7.381786,0.0,0.0,3.3081658,0.0
149,6,black,Black,94.85384,-65.364456,-0.9048153,2.9308598,0.0,0.0,3.399622,0.0
150,6,black,Black,94.9236,-65.35347,-1.0503274,3.910062,0.0,0.0,3.3289137,0.0
151,6,black,Black,89.73913,-65.35783,-0.79305947,9.490268,0.0,0.0,3.3534725,0.0
152,6,black,Black,99.840065,-65.28719,-0.33384067,2.0113652,0.0,0.0,3.2743356,0.0
153,6,black,Black,89.81416,-65.41594,-0.42680758,4.019178,0.0,0.0,3.3243876,0.0
154,6,black,Black,94.80266,-65.40721,-0.7356304,2.069847,0.0,0.0,2.9903698,0.0
155,6,black,Black,94.81714,-65.36365,-0.3274728,2.9833305,0.0,0.0,3.2444513,0.0
156,6,black,Black,94.77964,-65.356575,-0.59436154,5.30382,0.0,0.0,3.31339,0.0
157,6,black,Black,94.812355,-65.43577,-0.567668,2.447693,0.0,0.0,3.163604,0.0
158,6,black,Black,94.65667,-65.43634,-0.48518205,2.8311026,0.0,0.0,3.098178,0.0
159,6,black,Black,94.87289,-65.42177,-1.1058159,7.5794578,0.0,0.0,2.974698,0.0
160,6,black,Black,99.75931,-65.346466,-0.16277823,2.9118526,0.0,0.0,3.652385,0.0
161,6,black,Black,94.80858,-65.36079,-1.0557644,2.3677394,0.0,0.0,3.3067293,0.0
162,6,black,Black,89.72652,-65.43262,-1.4080217,5.4615765,0.0,0.0,2.767376,0.0
163,6,black,Black,89.88426,-65.42221,-0.7631943,6.025215,0.0,0.0,3.1302404,0.0
164,6,black,Black,89.928,-65.288376,-1.3123598,4.965899,0.0,0.0,2.752493,0.0
165,6,black,Black,89.9458,-65.38182,-1.1220614,2.720024,0.0,0.0,2.8084002,0.0
166,6,black,Black,90.093094,-65.44268,-0.61833966,4.489634,0.0,0.0,3.0808318,0.0
167,6,black,Black,95.023155,-65.40655,-0.7523378,1.0268865,0.0,0.0,3.0447388,0.0
168,6,black,Black,94.94866,-65.4225,-1.2060438,1.2034116,0.0,0.0,2.9325495,0.0
169,6,black,Black,94.92836,-65.34764,-0.49464113,2.5667684,0.0,0.0,3.4431202,0.0
170,6,black,Black,95.001755,-65.40465,-0.7089981,5.1845446,0.0,0.0,3.675579,0.0
171,6,black,Black,89.78784,-65.4037,-0.18492585,5.2669854,0.0,0.0,3.0757608,0.0
172,6,black,Black,94.93937,-65.40721,-0.6048204,1.3027954,0.0,0.0,3.0251827,0.0
173,6,black,Black,89.6464,-65.41867,-0.43520916,3.7368443,0.0,0.0,3.020832,0.0
174,6,black,Black,89.85568,-65.390045,-0.8010444,3.589618,0.0,0.0,3.2876089,0.0
175,6,black,Black,94.84765,-65.43212,0.19050372,1.8001434,0.0,0.0,3.0805328,0.0
176,6,black,Black,89.87962,-65.41643,-0.6011405,1.0940211,0.0,0.0,3.351628,0.0
177,6,black,Black,99.87149,-65.34683,0.30118406,3.9548542,0.0,0.0,3.3332627,0.0
178,6,black,Black,99.898094,-65.34601,-0.44096318,3.9479904,0.0,0.0,3.6314754,0.0
179,6,black,Black,99.77979,-65.34644,-1.044358,3.5867329,0.0,0.0,3.501715,0.0
180,6,black,Black,99.80882,-65.3462,-0.42841178,3.1827488,0.0,0.0,3.545086,0.0
181,6,black,Black,89.70564,-65.35783,-0.92637014,4.016548,0.0,0.0,3.4051266,0.0
182,6,black,Black,95.19412,-65.30231,-0.26681796,0.9119014,0.0,0.0,3.114463,0.0
183,6,black,Black,89.76857,-65.37326,-1.3050674,3.005633,0.0,0.0,2.7520282,0.0
184,6,black,Black,94.99199,-65.34867,-0.636781,2.643746,0.0,0.0,3.3714387,0.0
185,6,black,Black,94.96408,-65.349915,-0.20558271,2.1878903,0.0,0.0,3.0861292,0.0
186,6,black,Black,99.96871,-65.34795,-0.21879146,1.559292,0.0,0.0,3.4234402,0.0
187,5,white,Black,-65.1995,89.763695,-0.8641225,155.33983,0.0,0.0,2.739599,0.0
188,6,black,Black,100.02796,-65.328674,-0.13688116,1.9753443,0.0,0.0,3.2710097,0.0
189,6,black,Black,95.106895,-65.33296,-0.7157967,4.107814,0.0,0.0,3.0563304,0.0
190,6,black,Black,94.96244,-65.21586,-1.1881642,1.1328282,0.0,0.0,3.4208593,0.0
191,6,black,Black,94.74109,-65.3637,-0.25232863,1.3928343,0.0,0.0,3.3022053,0.0
192,6,black,Black,89.905495,-65.37529,-0.331825,2.7623672,0.0,0.0,3.09669,0.0
193,6,black,Black,94.79027,-65.35648,-0.25395927,1.1162478,0.0,0.0,3.1430302,0.0
194,6,black,Black,95.03361,-65.35621,0.28854915,1.2668846,0.0,0.0,3.255851,0.0
195,6,black,Black,95.01654,-65.40137,-0.31518242,3.4970195,0.0,0.0,3.0993204,0.0
196,6,black,Black,89.77397,-65.35655,-0.5680562,2.2238872,0.0,0.0,3.1613321,0.0
197,6,black,Black,94.809425,-65.382126,-0.68570304,4.758354,0.0,0.0,3.0548465,0.0
198,6,black,Black,89.92547,-65.36547,-0.17299376,0.8254344,0.0,0.0,3.0873601,0.0
199,5,white,Black,-65.286255,89.757286,-1.0080268,151.62482,0.0,0.0,2.8055775,0.0
200,6,black,Black,100.02686,-65.33832,-0.30298704,7.9600425,0.0,0.0,3.186529,0.0
201,6,black,Black,100.04904,-65.38787,0.3698239,8.164467,0.0,0.0,3.2864494,0.0
202,6,black,Black,95.04989,-65.35093,-0.5061442,4.5926566,0.0,0.0,3.1819332,0.0
203,6,black,Black,94.842896,-65.41258,-0.7244706,5.2055664,0.0,0.0,3.3253853,0.0
204,6,black,Black,99.865776,-65.362,-0.5670649,6.5332007,0.0,0.0,3.2143757,0.0
205,6,black,Black,89.96644,-65.44234,-0.3324739,0.96266013,0.0,0.0,3.0946684,0.0
206,6,black,Black,99.76658,-65.33423,-0.08314954,5.103564,0.0,0.0,3.2265618,0.0
207,6,black,Black,100.06703,-65.34003,-0.7967069,4.0206375,0.0,0.0,3.4690533,0.0
208,6,black,Black,99.76974,-65.33182,-0.19076167,2.4328587,0.0,0.0,3.5740845,0.0
209,6,black,Black,89.92982,-65.35783,-1.4238064,5.7955956,0.0,0.0,3.3382971,0.0
210,6,black,Black,94.80298,-65.38021,-0.22888617,4.8314233,0.0,0.0,3.8276837,0.0
211,6,black,Black,94.75497,-65.38854,0.05811423,5.546776,0.0,0.0,3.2406542,0.0
212,6,black,Black,94.77647,-65.20391,-0.51107144,3.46123,0.0,0.0,3.2520096,0.0
213,6,black,Black,89.96726,-65.41867,-1.0062399,4.5321426,0.0,0.0,2.9852273,0.0
214,6,black,Black,99.92458,-65.34406,0.24810222,0.3946269,0.0,0.0,3.4490654,0.0
215,6,black,Black,89.86867,-65.40216,-0.9025018,6.4394836,0.0,0.0,3.3002927,0.0
216,6,black,Black,94.90543,-65.42136,-0.92722225,2.3525746,0.0,0.0,2.9345665,0.0
217,6,black,Black,89.811485,-65.35655,-0.34390354,6.8328857,0.0,0.0,3.2152843,0.0
218,6,black,Black,89.98718,-65.41811,-0.83956814,2.148446,0.0,0.0,3.128782,0.0
219,6,black,Black,89.85238,-65.421394,-1.1018044,2.3866231,0.0,0.0,2.7621772,0.0
220,6,black,Black,94.66538,-65.38324,-0.39291593,1.252536,0.0,0.0,3.584689,0.0
221,6,black,Black,89.85502,-65.2841,-0.63526917,1.2979516,0.0,0.0,2.7599304,0.0
222,6,black,Black,89.76778,-65.23392,-1.278265,1.2952728,0.0,0.0,3.3461297,0.0
223,6,black,Black,100.21318,-65.179306,0.25202784,8.836955,0.0,0.0,3.707861,0.0
224,6,black,Black,94.88565,-65.35955,0.45178574,4.7666016,0.0,0.0,3.3236866,0.0
225,6,black,Black,94.96362,-65.43591,-0.2283622,6.238505,0.0,0.0,3.1499684,0.0
226,6,black,Black,89.86909,-65.37056,-0.7402246,1.6008304,0.0,0.0,3.585302,0.0
227,6,black,Black,94.80389,-65.42589,-1.0608929,8.450955,0.0,0.0,2.9196281,0.0
228,6,black,Black,94.76849,-65.407425,-0.25893614,6.057195,0.0,0.0,3.212326,0.0
229,5,white,Black,-65.01287,89.7286,0.16133896,153.01082,0.0,0.0,2.7603037,0.0
230,6,black,Black,90.00063,-65.42862,-0.2464081,1.6255988,0.0,0.0,3.098786,0.0
231,6,black,Black,94.94963,-65.367294,-0.833094,2.3127925,0.0,0.0,3.3362029,0.0
232,6,black,Black,89.73382,-65.41644,0.71910703,1.0246537,0.0,0.0,2.7639494,0.0
233,6,black,Black,94.85328,-65.40721,-0.83732116,4.582367,0.0,0.0,2.9264572,0.0
234,6,black,Black,94.94829,-65.37684,-0.70233953,1.1552631,0.0,0.0,3.159158,0.0
235,6,black,Black,94.8551,-65.426575,-0.9211299,3.0526276,0.0,0.0,2.9239905,0.0
236,6,black,Black,95.030975,-65.27846,-0.5959448,1.2930145,0.0,0.0,3.0415852,0.0
237,6,black,Black,89.82098,-65.42509,-0.35907274,4.944191,0.0,0.0,3.1555173,0.0
238,6,black,Black,94.93627,-65.3591,-1.1068859,1.8546041,0.0,0.0,3.3058138,0.0
239,6,black,Black,94.77269,-65.3637,0.14543873,2.7030995,0.0,0.0,3.238589,0.0
240,6,black,Black,99.96005,-65.321144,0.2389225,1.2462981,0.0,0.0,3.4467962,0.0
241,6,black,Black,89.92283,-65.32085,-0.5554812,5.5331626,0.0,0.0,3.2717311,0.0
242,6,black,Black,94.810715,-65.43577,-0.51593935,1.6020559,0.0,0.0,3.162885,0.0
243,6,black,Black,94.953026,-65.29434,-0.41024312,0.50298303,0.0,0.0,3.2706196,0.0
244,6,black,Black,89.6776,-65.44268,-0.40385923,4.0237784,0.0,0.0,3.0721915,0.0
245,6,black,Black,89.73598,-65.42862,-0.44931835,2.8965137,0.0,0.0,3.1658533,0.0
246,6,black,Black,95.05456,-65.41786,-0.2083756,1.2141281,0.0,0.0,3.2395344,0.0
247,6,black,Black,94.96959,-65.43601,-0.4814046,3.6023788,0.0,0.0,3.163885,0.0
248,6,black,Black,94.941574,-65.418106,-0.78312063,2.068281,0.0,0.0,3.02296,0.0
249,5,white,Black,-65.2357,89.757286,-0.2200496,153.01855,0.0,0.0,2.803828,0.0
250,6,black,Black,100.05823,-65.361046,-0.68465436,5.202624,0.0,0.0,3.3697655,0.0
251,6,black,Black,99.92333,-65.21579,-0.87189764,5.6454825,0.0,0.0,3.6241472,0.0
252,6,black,Black,89.67828,-65.408646,-0.23009615,1.4021305,0.0,0.0,2.8073769,0.0
253,6,black,Black,94.65124,-65.38664,0.2864273,2.0301373,0.0,0.0,3.735061,0.0
254,5,white,Black,-65.3565,89.73626,-0.24687119,155.39134,0.0,0.0,2.7998116,0.0
255,6,black,Black,94.765335,-65.21662,-0.21966293,0.7577693,0.0,0.0,2.8779259,0.0
256,6,black,Black,90.02365,-65.388145,-0.16182083,1.4256597,0.0,0.0,2.7956963,0.0
257,6,black,Black,89.791664,-65.36964,-0.34044135,3.6249974,0.0,0.0,3.1827857,0.0
258,5,white,Black,-65.19169,89.7286,0.059515238,153.5486,0.0,0.0,2.807318,0.0
259,6,black,Black,94.66239,-65.436005,-0.57139796,3.8578262,0.0,0.0,3.054671,0.0
260,6,black,Black,99.880165,-65.34949,-0.081326455,4.3838553,0.0,0.0,3.3356926,0.0
261,6,black,Black,94.889465,-65.4184,0.90035534,1.0817642,0.0,0.0,3.0692444,0.0
262,6,black,Black,100.07261,-65.34057,-0.22380246,3.6306562,0.0,0.0,3.5690327,0.0
263,6,black,Black,94.95846,-65.359726,-0.04528892,2.203593,0.0,0.0,3.26287,0.0
264,6,black,Black,94.79854,-65.38664,0.061341137,2.6489727,0.0,0.0,3.4856348,0.0
265,6,black,Black,94.66519,-65.3591,-0.25812727,2.1523807,0.0,0.0,3.3203747,0.0
266,6,black,Black,95.03278,-65.39394,-0.6493165,2.8653145,0.0,0.0,3.4666436,0.0
267,6,black,Black,89.96361,-65.41348,-1.1113062,2.9832585,0.0,0.0,2.83417,0.0
268,6,black,Black,99.97248,-65.20912,0.30805767,3.3791783,0.0,0.0,3.4097557,0.0
269,6,black,Black,89.768906,-65.40594,-0.4430136,5.3982873,0.0,0.0,2.956155,0.0
270,6,black,Black,99.920006,-65.34644,-0.18485527,2.9009907,0.0,0.0,3.4191296,0.0
271,6,black,Black,94.762764,-65.35588,-0.8697409,0.9081637,0.0,0.0,3.6169064,0.0
272,6,black,Black,94.891075,-65.3637,-0.13738275,1.4409574,0.0,0.0,3.2565546,0.0
273,6,black,Black,94.766556,-65.38324,-0.66235554,1.1954051,0.0,0.0,3.4897575,0.0
274,6,black,Black,94.71942,-65.35861,-0.10685599,0.14146549,0.0,0.0,3.4695613,0.0
275,6,black,Black,89.900894,-65.38675,-0.7751876,1.8238572,0.0,0.0,2.796459,0.0
276,6,black,Black,89.85498,-65.38182,-0.9285271,2.5970688,0.0,0.0,2.8168156,0.0
